price,estimated_price,price_error,profit,profit_controlled,profit_passive,profit_actual,P_ESS,P_ESS_controlled,P_ESS_passive,P_ESS_actual,SOC_controlled,P_natural_gas,P_natural_gas_actual,P_renewable_absorbed,marginal_price_gas,marginal_price_gas_actual,marginal_price_gas_withoutESS,cost,cost_actual,cost_withoutESS,carbon,carbon_actual,carbon_withoutESS,total_profit,total_profit_actual,total_cost,total_cost_actual,total_cost_withoutESS,total_carbon,total_carbon_actual,total_carbon_withoutESS,total_absorb
23.29339391666667,22.980917011529293,-0.013414829382754541,10013.053598311111,15373.639985000002,-5360.58638668889,-6700.732983361112,429.8666666666667,660.0,-230.13333333333335,-287.6666666666667,0.7794880886426594,4647.133333333333,5364.666666666667,0.0,24.68113642777034,25.35590525731989,24.68113642777034,97986.7415190064,115820.1969828021,108596.3393647573,1508.2058596125714,1781.649063295011,1671.0973409810315,15245077.021125125,12421008.650421625,74858432.31715602,76291126.0109824,76763340.88149789,1153198.3397698496,1175223.5682954532,1183697.8512677383,74559.36666666667
16.349249000000004,15.968174996940508,-0.023308349090499298,-11892.443722600003,-7520.654540000001,-4371.789182600001,-5464.736478250002,-727.4000000000001,-460.0,-267.40000000000003,-334.25,0.8369880886426594,4846.9,4454.75,1.0,24.68113642777034,24.68113642777034,24.66636106495067,102917.20987272733,93238.5022225772,84993.49881785183,1583.904421014648,1435.3051008720267,1308.845497166678,15245077.021125125,12421008.650421625,74858432.31715602,76291126.0109824,76763340.88149789,1153198.3397698496,1175223.5682954532,1183697.8512677383,74559.36666666667
19.75142083333333,20.534446625585122,0.0396440235291997,8831.518635277778,13035.93775,-4204.419114722222,-5255.523893402777,447.1333333333333,660.0,-212.86666666666667,-266.0833333333333,0.7455753462603879,3567.2000000000003,4280.416666666667,0.0,23.52891137500477,24.66636106495067,24.66636106495067,71467.27807186975,88938.06105815519,82374.75348478956,1101.649787452939,1369.3486318084238,1268.6782259141587,15245077.021125125,12421008.650421625,74858432.31715602,76291126.0109824,76763340.88149789,1153198.3397698496,1175223.5682954532,1183697.8512677383,74559.36666666667
18.71185591666666,18.21889119846349,-0.02634504671255444,-13387.709179844438,-8607.453721666663,-4780.255458177776,-5975.31932272222,-715.4666666666667,-460.0,-255.46666666666667,-319.3333333333333,0.8030753462603879,4900.05,4506.916666666667,3.0,24.68113642777034,24.68113642777034,24.66636106495067,104229.01227386334,94526.03483955923,86648.20053929227,1604.0448108286998,1455.0728713699827,1334.2259158152478,15245077.021125125,12421008.650421625,74858432.31715602,76291126.0109824,76763340.88149789,1153198.3397698496,1175223.5682954532,1183697.8512677383,74559.36666666667
22.286073166666668,22.158194097512535,-0.005738070955694531,16616.49615306667,14708.80829,1907.687863066667,2384.6098288333333,745.6,660.0,85.60000000000001,107.0,0.7116626038781164,3739.983333333333,4378.583333333333,0.0,24.49992400885839,24.66636106495067,24.68113642777034,75607.95018683627,91359.47550269784,93999.5039291001,1164.929535084209,1406.489169905337,1446.9889268851955,15245077.021125125,12421008.650421625,74858432.31715602,76291126.0109824,76763340.88149789,1153198.3397698496,1175223.5682954532,1183697.8512677383,74559.36666666667
47.875664166666674,46.34010588053856,-0.032073879555643635,69879.31941766667,31597.938350000004,38281.381067666676,47851.72633458334,1459.6,660.0,799.6,999.5,0.6202498614958449,5191.4,5651.5,0.0,25.077089073276,25.35590525731989,25.68930187133766,111432.1515239709,123093.11580744333,148572.7710803316,1714.2683303440328,1893.5279316876833,2282.547330516802,15245077.021125125,12421008.650421625,74858432.31715602,76291126.0109824,76763340.88149789,1153198.3397698496,1175223.5682954532,1183697.8512677383,74559.36666666667
53.579841416666675,53.22982044721798,-0.006532698869463461,80119.72286505558,35362.695335000004,44757.02753005557,55946.284412569454,1495.3333333333335,660.0,835.3333333333335,1044.1666666666667,0.5288371191135735,5162.0,5613.166666666667,0.0,24.83552549690067,25.35590525731989,25.68930187133766,110696.5280481451,122121.1394392461,148735.4699921834,1703.2446251412225,1878.5760782708824,2285.050120016309,15245077.021125125,12421008.650421625,74858432.31715602,76291126.0109824,76763340.88149789,1153198.3397698496,1175223.5682954532,1183697.8512677383,74559.36666666667
20.039378583333335,20.39510554134172,0.017751396657790634,-2046.0816151767276,-1789.5775693100609,-256.5040458666667,-320.63005733333335,-102.10304709141255,-89.30304709141255,-12.8,-16.0,0.54,5826.186380424746,5785.083333333333,45.0,25.35590525731989,25.35590525731989,25.35590525731989,127522.44711923735,126480.24215140032,126074.5476672832,1961.6640661404404,1945.6318904423183,1939.3911168422621,15245077.021125125,12421008.650421625,74858432.31715602,76291126.0109824,76763340.88149789,1153198.3397698496,1175223.5682954532,1183697.8512677383,74559.36666666667
13.348948166666666,13.473081561385262,0.00929911429490508,-9491.992076377777,-6140.516156666667,-3351.475919711111,-4189.344899638889,-711.0666666666666,-460.0,-251.06666666666666,-313.8333333333333,0.5975,5327.066666666667,5128.833333333333,199.0,25.35590525731989,24.68113642777034,24.68113642777034,114866.81494512685,109875.64493626339,102129.88162068147,1766.983245334879,1690.7387998464126,1571.8163977772401,15245077.021125125,12421008.650421625,74858432.31715602,76291126.0109824,76763340.88149789,1153198.3397698496,1175223.5682954532,1183697.8512677383,74559.36666666667
16.055801083333332,15.64601488891021,-0.02552262526772955,-11682.200868233333,-7385.6684983333325,-4296.5323699,-5370.665462374999,-727.6,-460.0,-267.6,-334.5,0.655,5095.266666666667,4990.166666666667,288.0,24.68113642777034,24.68113642777034,24.68113642777034,109047.18145683792,106453.19401827925,98197.35388319007,1678.0192184461307,1638.1931606952967,1511.4394374064866,15245077.021125125,12421008.650421625,74858432.31715602,76291126.0109824,76763340.88149789,1153198.3397698496,1175223.5682954532,1183697.8512677383,74559.36666666667
