date,price
10/1/2023 12:00:00 AM,37.260813
10/1/2023 12:05:00 AM,38.518293
10/1/2023 12:10:00 AM,37.260813
10/1/2023 12:15:00 AM,35.522826
10/1/2023 12:20:00 AM,36.798233
10/1/2023 12:25:00 AM,35.556006
10/1/2023 12:30:00 AM,35.270483
10/1/2023 12:35:00 AM,34.612576
10/1/2023 12:40:00 AM,34.837066
10/1/2023 12:45:00 AM,34.811050
10/1/2023 12:50:00 AM,34.811050
10/1/2023 12:55:00 AM,34.811050
10/1/2023 1:00:00 AM,37.400253
10/1/2023 1:05:00 AM,36.625353
10/1/2023 1:10:00 AM,36.566496
10/1/2023 1:15:00 AM,36.291473
10/1/2023 1:20:00 AM,36.563306
10/1/2023 1:25:00 AM,35.969986
10/1/2023 1:30:00 AM,35.502036
10/1/2023 1:35:00 AM,35.502036
10/1/2023 1:40:00 AM,35.122070
10/1/2023 1:45:00 AM,32.007076
10/1/2023 1:50:00 AM,32.007076
10/1/2023 1:55:00 AM,31.871506
10/1/2023 2:00:00 AM,32.470770
10/1/2023 2:05:00 AM,32.020600
10/1/2023 2:10:00 AM,32.126880
10/1/2023 2:15:00 AM,32.463440
10/1/2023 2:20:00 AM,32.149470
10/1/2023 2:25:00 AM,31.794440
10/1/2023 2:30:00 AM,31.148083
10/1/2023 2:35:00 AM,31.566600
10/1/2023 2:40:00 AM,31.682196
10/1/2023 2:45:00 AM,31.614686
10/1/2023 2:50:00 AM,31.615466
10/1/2023 2:55:00 AM,31.777920
10/1/2023 3:00:00 AM,32.707926
10/1/2023 3:05:00 AM,32.633603
10/1/2023 3:10:00 AM,32.087736
10/1/2023 3:15:00 AM,32.049480
10/1/2023 3:20:00 AM,31.643826
10/1/2023 3:25:00 AM,31.636663
10/1/2023 3:30:00 AM,31.595296
10/1/2023 3:35:00 AM,31.575790
10/1/2023 3:40:00 AM,31.596596
10/1/2023 3:45:00 AM,31.557446
10/1/2023 3:50:00 AM,31.558246
10/1/2023 3:55:00 AM,31.536453
10/1/2023 4:00:00 AM,31.384180
10/1/2023 4:05:00 AM,31.651423
10/1/2023 4:10:00 AM,31.539260
10/1/2023 4:15:00 AM,31.174176
10/1/2023 4:20:00 AM,31.066640
10/1/2023 4:25:00 AM,31.110760
10/1/2023 4:30:00 AM,31.042336
10/1/2023 4:35:00 AM,31.375220
10/1/2023 4:40:00 AM,31.497820
10/1/2023 4:45:00 AM,31.601536
10/1/2023 4:50:00 AM,31.651543
10/1/2023 4:55:00 AM,31.852426
10/1/2023 5:00:00 AM,31.085326
10/1/2023 5:05:00 AM,31.082476
10/1/2023 5:10:00 AM,31.196390
10/1/2023 5:15:00 AM,30.816753
10/1/2023 5:20:00 AM,32.061646
10/1/2023 5:25:00 AM,32.070830
10/1/2023 5:30:00 AM,31.494670
10/1/2023 5:35:00 AM,31.604466
10/1/2023 5:40:00 AM,31.936543
10/1/2023 5:45:00 AM,33.318426
10/1/2023 5:50:00 AM,33.318426
10/1/2023 5:55:00 AM,34.176466
10/1/2023 6:00:00 AM,30.207670
10/1/2023 6:05:00 AM,31.031563
10/1/2023 6:10:00 AM,31.391650
10/1/2023 6:15:00 AM,31.457976
10/1/2023 6:20:00 AM,34.105830
10/1/2023 6:25:00 AM,35.253863
10/1/2023 6:30:00 AM,39.009496
10/1/2023 6:35:00 AM,37.072246
10/1/2023 6:40:00 AM,38.490900
10/1/2023 6:45:00 AM,38.669123
10/1/2023 6:50:00 AM,37.484783
10/1/2023 6:55:00 AM,37.569733
10/1/2023 7:00:00 AM,37.242923
10/1/2023 7:05:00 AM,37.159216
10/1/2023 7:10:00 AM,36.225043
10/1/2023 7:15:00 AM,35.889550
10/1/2023 7:20:00 AM,34.160900
10/1/2023 7:25:00 AM,34.032563
10/1/2023 7:30:00 AM,33.112976
10/1/2023 7:35:00 AM,31.268050
10/1/2023 7:40:00 AM,29.985456
