date,price
3/1/2025 12:00:00 AM,48.054943
3/1/2025 12:05:00 AM,46.822143
3/1/2025 12:10:00 AM,45.626173
3/1/2025 12:15:00 AM,42.654660
3/1/2025 12:20:00 AM,45.179480
3/1/2025 12:25:00 AM,47.828423
3/1/2025 12:30:00 AM,47.520233
3/1/2025 12:35:00 AM,44.841866
3/1/2025 12:40:00 AM,44.491573
3/1/2025 12:45:00 AM,45.124033
3/1/2025 12:50:00 AM,43.721220
3/1/2025 12:55:00 AM,43.341566
3/1/2025 1:00:00 AM,46.176540
3/1/2025 1:05:00 AM,45.205496
3/1/2025 1:10:00 AM,45.346206
3/1/2025 1:15:00 AM,45.160666
3/1/2025 1:20:00 AM,45.036506
3/1/2025 1:25:00 AM,45.508873
3/1/2025 1:30:00 AM,45.302533
3/1/2025 1:35:00 AM,45.024626
3/1/2025 1:40:00 AM,44.329073
3/1/2025 1:45:00 AM,43.440610
3/1/2025 1:50:00 AM,43.084896
3/1/2025 1:55:00 AM,43.005103
3/1/2025 2:00:00 AM,44.992703
3/1/2025 2:05:00 AM,44.992703
3/1/2025 2:10:00 AM,44.855890
3/1/2025 2:15:00 AM,43.788443
3/1/2025 2:20:00 AM,43.354300
3/1/2025 2:25:00 AM,42.519623
3/1/2025 2:30:00 AM,42.099330
3/1/2025 2:35:00 AM,41.707380
3/1/2025 2:40:00 AM,41.262433
3/1/2025 2:45:00 AM,39.360970
3/1/2025 2:50:00 AM,39.062886
3/1/2025 2:55:00 AM,38.868613
3/1/2025 3:00:00 AM,38.958116
3/1/2025 3:05:00 AM,38.763063
3/1/2025 3:10:00 AM,40.245763
3/1/2025 3:15:00 AM,40.685370
3/1/2025 3:20:00 AM,41.451600
3/1/2025 3:25:00 AM,40.292590
3/1/2025 3:30:00 AM,40.242426
3/1/2025 3:35:00 AM,39.929613
3/1/2025 3:40:00 AM,39.915200
3/1/2025 3:45:00 AM,39.742280
3/1/2025 3:50:00 AM,39.310893
3/1/2025 3:55:00 AM,39.255500
3/1/2025 4:00:00 AM,37.329186
3/1/2025 4:05:00 AM,38.222523
3/1/2025 4:10:00 AM,38.369590
3/1/2025 4:15:00 AM,38.803196
3/1/2025 4:20:00 AM,38.500366
3/1/2025 4:25:00 AM,38.370490
3/1/2025 4:30:00 AM,38.307220
3/1/2025 4:35:00 AM,38.235316
3/1/2025 4:40:00 AM,37.535860
3/1/2025 4:45:00 AM,37.300713
3/1/2025 4:50:00 AM,37.300713
3/1/2025 4:55:00 AM,36.743410
3/1/2025 5:00:00 AM,34.456280
3/1/2025 5:05:00 AM,35.023380
3/1/2025 5:10:00 AM,35.544580
3/1/2025 5:15:00 AM,35.561416
3/1/2025 5:20:00 AM,39.247010
3/1/2025 5:25:00 AM,39.598216
3/1/2025 5:30:00 AM,41.335426
3/1/2025 5:35:00 AM,41.645656
3/1/2025 5:40:00 AM,42.161030
3/1/2025 5:45:00 AM,42.124706
3/1/2025 5:50:00 AM,42.879093
3/1/2025 5:55:00 AM,47.064310
3/1/2025 6:00:00 AM,41.637360
3/1/2025 6:05:00 AM,41.544090
3/1/2025 6:10:00 AM,41.487566
3/1/2025 6:15:00 AM,40.799893
3/1/2025 6:20:00 AM,40.405963
3/1/2025 6:25:00 AM,39.905616
3/1/2025 6:30:00 AM,39.750533
3/1/2025 6:35:00 AM,38.954690
3/1/2025 6:40:00 AM,38.548956
3/1/2025 6:45:00 AM,38.680820
3/1/2025 6:50:00 AM,38.944073
3/1/2025 6:55:00 AM,41.044213
3/1/2025 7:00:00 AM,47.468510
3/1/2025 7:05:00 AM,48.695620
3/1/2025 7:10:00 AM,52.589700
3/1/2025 7:15:00 AM,51.943980
3/1/2025 7:20:00 AM,50.676046
3/1/2025 7:25:00 AM,40.852670
