STARTTIME,STOPTIME,STARTTIME_GMT,STOPTIME_GMT,STARTDATE,MARKET_RUN_ID,RESOURCE_TYPE,SCHEDULINGCOORDINATOR_SEQ,RESOURCEBID_SEQ,TIMEINTERVALSTART,TIMEINTERVALEND,TIMEINTERVALSTART_GMT,TIMEINTERVALEND_GMT,PRODUCTBID_DESC,PRODUCTBID_MRID,MARKETPRODUCT_DESC,MARKETPRODUCTTYPE,GHG_AREA,SELFSCHEDMW,SCH_BID_TIMEINTERVALSTART,SCH_BID_TIMEINTERVALSTOP,SCH_BID_TIMEINTERVALSTART_GMT,SCH_BID_TIMEINTERVALSTOP_GMT,SCH_BID_XAXISDATA,SCH_BID_Y1AXISDATA,SCH_BID_Y2AXISDATA,SCH_BID_CURVETYPE,MINEOHSTATEOFCHARGE,MAXEOHSTATEOFCHARGE
2025-04-08T08:00:00,2025-04-08T09:00:00,2025-04-08T15:00:00-00:00,2025-04-08T16:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T08:00:00,2025-04-08T09:00:00,2025-04-08T15:00:00-00:00,2025-04-08T16:00:00-00:00,10.81,1000,,BIDPRICE,,
2025-04-08T08:00:00,2025-04-08T09:00:00,2025-04-08T15:00:00-00:00,2025-04-08T16:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T08:00:00,2025-04-08T09:00:00,2025-04-08T15:00:00-00:00,2025-04-08T16:00:00-00:00,100,1000,,BIDPRICE,,
2025-04-08T09:00:00,2025-04-08T10:00:00,2025-04-08T16:00:00-00:00,2025-04-08T17:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T09:00:00,2025-04-08T10:00:00,2025-04-08T16:00:00-00:00,2025-04-08T17:00:00-00:00,-100,-102.03,,BIDPRICE,,
2025-04-08T09:00:00,2025-04-08T10:00:00,2025-04-08T16:00:00-00:00,2025-04-08T17:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T09:00:00,2025-04-08T10:00:00,2025-04-08T16:00:00-00:00,2025-04-08T17:00:00-00:00,0,-40.75,,BIDPRICE,,
2025-04-08T09:00:00,2025-04-08T10:00:00,2025-04-08T16:00:00-00:00,2025-04-08T17:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T09:00:00,2025-04-08T10:00:00,2025-04-08T16:00:00-00:00,2025-04-08T17:00:00-00:00,3.48,1000,,BIDPRICE,,
2025-04-08T09:00:00,2025-04-08T10:00:00,2025-04-08T16:00:00-00:00,2025-04-08T17:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T09:00:00,2025-04-08T10:00:00,2025-04-08T16:00:00-00:00,2025-04-08T17:00:00-00:00,100,1000,,BIDPRICE,,
2025-04-08T10:00:00,2025-04-08T11:00:00,2025-04-08T17:00:00-00:00,2025-04-08T18:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T10:00:00,2025-04-08T11:00:00,2025-04-08T17:00:00-00:00,2025-04-08T18:00:00-00:00,-100,-102.03,,BIDPRICE,,
2025-04-08T10:00:00,2025-04-08T11:00:00,2025-04-08T17:00:00-00:00,2025-04-08T18:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T10:00:00,2025-04-08T11:00:00,2025-04-08T17:00:00-00:00,2025-04-08T18:00:00-00:00,0,-89.69,,BIDPRICE,,
2025-04-08T10:00:00,2025-04-08T11:00:00,2025-04-08T17:00:00-00:00,2025-04-08T18:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T10:00:00,2025-04-08T11:00:00,2025-04-08T17:00:00-00:00,2025-04-08T18:00:00-00:00,3.07,1000,,BIDPRICE,,
2025-04-08T10:00:00,2025-04-08T11:00:00,2025-04-08T17:00:00-00:00,2025-04-08T18:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T10:00:00,2025-04-08T11:00:00,2025-04-08T17:00:00-00:00,2025-04-08T18:00:00-00:00,100,1000,,BIDPRICE,,
2025-04-08T11:00:00,2025-04-08T12:00:00,2025-04-08T18:00:00-00:00,2025-04-08T19:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T11:00:00,2025-04-08T12:00:00,2025-04-08T18:00:00-00:00,2025-04-08T19:00:00-00:00,-100,-102.03,,BIDPRICE,,
2025-04-08T11:00:00,2025-04-08T12:00:00,2025-04-08T18:00:00-00:00,2025-04-08T19:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T11:00:00,2025-04-08T12:00:00,2025-04-08T18:00:00-00:00,2025-04-08T19:00:00-00:00,0,-90,,BIDPRICE,,
2025-04-08T11:00:00,2025-04-08T12:00:00,2025-04-08T18:00:00-00:00,2025-04-08T19:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T11:00:00,2025-04-08T12:00:00,2025-04-08T18:00:00-00:00,2025-04-08T19:00:00-00:00,5.31,1000,,BIDPRICE,,
2025-04-08T11:00:00,2025-04-08T12:00:00,2025-04-08T18:00:00-00:00,2025-04-08T19:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T11:00:00,2025-04-08T12:00:00,2025-04-08T18:00:00-00:00,2025-04-08T19:00:00-00:00,100,1000,,BIDPRICE,,
2025-04-08T12:00:00,2025-04-08T13:00:00,2025-04-08T19:00:00-00:00,2025-04-08T20:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T12:00:00,2025-04-08T13:00:00,2025-04-08T19:00:00-00:00,2025-04-08T20:00:00-00:00,-100,-102.03,,BIDPRICE,,
2025-04-08T12:00:00,2025-04-08T13:00:00,2025-04-08T19:00:00-00:00,2025-04-08T20:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T12:00:00,2025-04-08T13:00:00,2025-04-08T19:00:00-00:00,2025-04-08T20:00:00-00:00,-64.97,-33.68,,BIDPRICE,,
2025-04-08T12:00:00,2025-04-08T13:00:00,2025-04-08T19:00:00-00:00,2025-04-08T20:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T12:00:00,2025-04-08T13:00:00,2025-04-08T19:00:00-00:00,2025-04-08T20:00:00-00:00,0,115.76,,BIDPRICE,,
2025-04-08T12:00:00,2025-04-08T13:00:00,2025-04-08T19:00:00-00:00,2025-04-08T20:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T12:00:00,2025-04-08T13:00:00,2025-04-08T19:00:00-00:00,2025-04-08T20:00:00-00:00,2.82,1000,,BIDPRICE,,
2025-04-08T12:00:00,2025-04-08T13:00:00,2025-04-08T19:00:00-00:00,2025-04-08T20:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T12:00:00,2025-04-08T13:00:00,2025-04-08T19:00:00-00:00,2025-04-08T20:00:00-00:00,100,1000,,BIDPRICE,,
2025-04-08T13:00:00,2025-04-08T14:00:00,2025-04-08T20:00:00-00:00,2025-04-08T21:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T13:00:00,2025-04-08T14:00:00,2025-04-08T20:00:00-00:00,2025-04-08T21:00:00-00:00,-100,-36.03,,BIDPRICE,,
2025-04-08T13:00:00,2025-04-08T14:00:00,2025-04-08T20:00:00-00:00,2025-04-08T21:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T13:00:00,2025-04-08T14:00:00,2025-04-08T20:00:00-00:00,2025-04-08T21:00:00-00:00,0,115.76,,BIDPRICE,,
2025-04-08T13:00:00,2025-04-08T14:00:00,2025-04-08T20:00:00-00:00,2025-04-08T21:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T13:00:00,2025-04-08T14:00:00,2025-04-08T20:00:00-00:00,2025-04-08T21:00:00-00:00,2.08,1000,,BIDPRICE,,
2025-04-08T13:00:00,2025-04-08T14:00:00,2025-04-08T20:00:00-00:00,2025-04-08T21:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T13:00:00,2025-04-08T14:00:00,2025-04-08T20:00:00-00:00,2025-04-08T21:00:00-00:00,100,1000,,BIDPRICE,,
2025-04-08T14:00:00,2025-04-08T15:00:00,2025-04-08T21:00:00-00:00,2025-04-08T22:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T14:00:00,2025-04-08T15:00:00,2025-04-08T21:00:00-00:00,2025-04-08T22:00:00-00:00,-100,-36.56,,BIDPRICE,,
2025-04-08T14:00:00,2025-04-08T15:00:00,2025-04-08T21:00:00-00:00,2025-04-08T22:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T14:00:00,2025-04-08T15:00:00,2025-04-08T21:00:00-00:00,2025-04-08T22:00:00-00:00,-79.78,92.02,,BIDPRICE,,
2025-04-08T14:00:00,2025-04-08T15:00:00,2025-04-08T21:00:00-00:00,2025-04-08T22:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T14:00:00,2025-04-08T15:00:00,2025-04-08T21:00:00-00:00,2025-04-08T22:00:00-00:00,0,115.76,,BIDPRICE,,
2025-04-08T14:00:00,2025-04-08T15:00:00,2025-04-08T21:00:00-00:00,2025-04-08T22:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T14:00:00,2025-04-08T15:00:00,2025-04-08T21:00:00-00:00,2025-04-08T22:00:00-00:00,2.21,1000,,BIDPRICE,,
2025-04-08T14:00:00,2025-04-08T15:00:00,2025-04-08T21:00:00-00:00,2025-04-08T22:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T14:00:00,2025-04-08T15:00:00,2025-04-08T21:00:00-00:00,2025-04-08T22:00:00-00:00,100,1000,,BIDPRICE,,
2025-04-08T15:00:00,2025-04-08T16:00:00,2025-04-08T22:00:00-00:00,2025-04-08T23:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T15:00:00,2025-04-08T16:00:00,2025-04-08T22:00:00-00:00,2025-04-08T23:00:00-00:00,-100,-102.03,,BIDPRICE,,
2025-04-08T15:00:00,2025-04-08T16:00:00,2025-04-08T22:00:00-00:00,2025-04-08T23:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T15:00:00,2025-04-08T16:00:00,2025-04-08T22:00:00-00:00,2025-04-08T23:00:00-00:00,0,115.76,,BIDPRICE,,
2025-04-08T15:00:00,2025-04-08T16:00:00,2025-04-08T22:00:00-00:00,2025-04-08T23:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T15:00:00,2025-04-08T16:00:00,2025-04-08T22:00:00-00:00,2025-04-08T23:00:00-00:00,4.29,1000,,BIDPRICE,,
2025-04-08T15:00:00,2025-04-08T16:00:00,2025-04-08T22:00:00-00:00,2025-04-08T23:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T15:00:00,2025-04-08T16:00:00,2025-04-08T22:00:00-00:00,2025-04-08T23:00:00-00:00,100,1000,,BIDPRICE,,
2025-04-08T16:00:00,2025-04-08T17:00:00,2025-04-08T23:00:00-00:00,2025-04-09T00:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T16:00:00,2025-04-08T17:00:00,2025-04-08T23:00:00-00:00,2025-04-09T00:00:00-00:00,-100,-102.03,,BIDPRICE,,
2025-04-08T16:00:00,2025-04-08T17:00:00,2025-04-08T23:00:00-00:00,2025-04-09T00:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T16:00:00,2025-04-08T17:00:00,2025-04-08T23:00:00-00:00,2025-04-09T00:00:00-00:00,0,115.76,,BIDPRICE,,
2025-04-08T16:00:00,2025-04-08T17:00:00,2025-04-08T23:00:00-00:00,2025-04-09T00:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T16:00:00,2025-04-08T17:00:00,2025-04-08T23:00:00-00:00,2025-04-09T00:00:00-00:00,12.53,1000,,BIDPRICE,,
2025-04-08T16:00:00,2025-04-08T17:00:00,2025-04-08T23:00:00-00:00,2025-04-09T00:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T16:00:00,2025-04-08T17:00:00,2025-04-08T23:00:00-00:00,2025-04-09T00:00:00-00:00,100,1000,,BIDPRICE,,
2025-04-08T17:00:00,2025-04-08T18:00:00,2025-04-09T00:00:00-00:00,2025-04-09T01:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T17:00:00,2025-04-08T18:00:00,2025-04-09T00:00:00-00:00,2025-04-09T01:00:00-00:00,-100,-102.03,,BIDPRICE,,
2025-04-08T17:00:00,2025-04-08T18:00:00,2025-04-09T00:00:00-00:00,2025-04-09T01:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T17:00:00,2025-04-08T18:00:00,2025-04-09T00:00:00-00:00,2025-04-09T01:00:00-00:00,-60.76,95.69,,BIDPRICE,,
2025-04-08T17:00:00,2025-04-08T18:00:00,2025-04-09T00:00:00-00:00,2025-04-09T01:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T17:00:00,2025-04-08T18:00:00,2025-04-09T00:00:00-00:00,2025-04-09T01:00:00-00:00,0,115.76,,BIDPRICE,,
2025-04-08T17:00:00,2025-04-08T18:00:00,2025-04-09T00:00:00-00:00,2025-04-09T01:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T17:00:00,2025-04-08T18:00:00,2025-04-09T00:00:00-00:00,2025-04-09T01:00:00-00:00,59.21,1000,,BIDPRICE,,
2025-04-08T17:00:00,2025-04-08T18:00:00,2025-04-09T00:00:00-00:00,2025-04-09T01:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T17:00:00,2025-04-08T18:00:00,2025-04-09T00:00:00-00:00,2025-04-09T01:00:00-00:00,100,1000,,BIDPRICE,,
2025-04-08T18:00:00,2025-04-08T19:00:00,2025-04-09T01:00:00-00:00,2025-04-09T02:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T18:00:00,2025-04-08T19:00:00,2025-04-09T01:00:00-00:00,2025-04-09T02:00:00-00:00,-100,-102.03,,BIDPRICE,,
2025-04-08T18:00:00,2025-04-08T19:00:00,2025-04-09T01:00:00-00:00,2025-04-09T02:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T18:00:00,2025-04-08T19:00:00,2025-04-09T01:00:00-00:00,2025-04-09T02:00:00-00:00,0,-80.51,,BIDPRICE,,
2025-04-08T18:00:00,2025-04-08T19:00:00,2025-04-09T01:00:00-00:00,2025-04-09T02:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T18:00:00,2025-04-08T19:00:00,2025-04-09T01:00:00-00:00,2025-04-09T02:00:00-00:00,13.85,115.76,,BIDPRICE,,
2025-04-08T18:00:00,2025-04-08T19:00:00,2025-04-09T01:00:00-00:00,2025-04-09T02:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T18:00:00,2025-04-08T19:00:00,2025-04-09T01:00:00-00:00,2025-04-09T02:00:00-00:00,100,115.76,,BIDPRICE,,
2025-04-08T19:00:00,2025-04-08T21:00:00,2025-04-09T02:00:00-00:00,2025-04-09T04:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T19:00:00,2025-04-08T21:00:00,2025-04-09T02:00:00-00:00,2025-04-09T04:00:00-00:00,-100,-102.03,,BIDPRICE,,
2025-04-08T19:00:00,2025-04-08T21:00:00,2025-04-09T02:00:00-00:00,2025-04-09T04:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T19:00:00,2025-04-08T21:00:00,2025-04-09T02:00:00-00:00,2025-04-09T04:00:00-00:00,0,115.76,,BIDPRICE,,
2025-04-08T19:00:00,2025-04-08T21:00:00,2025-04-09T02:00:00-00:00,2025-04-09T04:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T19:00:00,2025-04-08T21:00:00,2025-04-09T02:00:00-00:00,2025-04-09T04:00:00-00:00,100,115.76,,BIDPRICE,,
2025-04-08T21:00:00,2025-04-08T22:00:00,2025-04-09T04:00:00-00:00,2025-04-09T05:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T21:00:00,2025-04-08T22:00:00,2025-04-09T04:00:00-00:00,2025-04-09T05:00:00-00:00,-100,-102.03,,BIDPRICE,,
2025-04-08T21:00:00,2025-04-08T22:00:00,2025-04-09T04:00:00-00:00,2025-04-09T05:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T21:00:00,2025-04-08T22:00:00,2025-04-09T04:00:00-00:00,2025-04-09T05:00:00-00:00,0,-78.96,,BIDPRICE,,
2025-04-08T21:00:00,2025-04-08T22:00:00,2025-04-09T04:00:00-00:00,2025-04-09T05:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T21:00:00,2025-04-08T22:00:00,2025-04-09T04:00:00-00:00,2025-04-09T05:00:00-00:00,12.98,115.76,,BIDPRICE,,
2025-04-08T21:00:00,2025-04-08T22:00:00,2025-04-09T04:00:00-00:00,2025-04-09T05:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T21:00:00,2025-04-08T22:00:00,2025-04-09T04:00:00-00:00,2025-04-09T05:00:00-00:00,100,115.76,,BIDPRICE,,
2025-04-08T22:00:00,2025-04-08T23:00:00,2025-04-09T05:00:00-00:00,2025-04-09T06:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T22:00:00,2025-04-08T23:00:00,2025-04-09T05:00:00-00:00,2025-04-09T06:00:00-00:00,-100,-102.03,,BIDPRICE,,
2025-04-08T22:00:00,2025-04-08T23:00:00,2025-04-09T05:00:00-00:00,2025-04-09T06:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T22:00:00,2025-04-08T23:00:00,2025-04-09T05:00:00-00:00,2025-04-09T06:00:00-00:00,0,115.76,,BIDPRICE,,
2025-04-08T22:00:00,2025-04-08T23:00:00,2025-04-09T05:00:00-00:00,2025-04-09T06:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T22:00:00,2025-04-08T23:00:00,2025-04-09T05:00:00-00:00,2025-04-09T06:00:00-00:00,100,115.76,,BIDPRICE,,
2025-04-08T23:00:00,2025-04-09T00:00:00,2025-04-09T06:00:00-00:00,2025-04-09T07:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T23:00:00,2025-04-09T00:00:00,2025-04-09T06:00:00-00:00,2025-04-09T07:00:00-00:00,-100,-102.03,,BIDPRICE,,
2025-04-08T23:00:00,2025-04-09T00:00:00,2025-04-09T06:00:00-00:00,2025-04-09T07:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T23:00:00,2025-04-09T00:00:00,2025-04-09T06:00:00-00:00,2025-04-09T07:00:00-00:00,0,-79.17,,BIDPRICE,,
2025-04-08T23:00:00,2025-04-09T00:00:00,2025-04-09T06:00:00-00:00,2025-04-09T07:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,EN,,,2025-04-08T23:00:00,2025-04-09T00:00:00,2025-04-09T06:00:00-00:00,2025-04-09T07:00:00-00:00,100,-79.17,,BIDPRICE,,
2025-04-08T00:00:00,2025-04-08T05:00:00,2025-04-08T07:00:00-00:00,2025-04-08T12:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T00:00:00,2025-04-08T05:00:00,2025-04-08T07:00:00-00:00,2025-04-08T12:00:00-00:00,199.8,250,,BIDPRICE,,
2025-04-08T05:00:00,2025-04-08T06:00:00,2025-04-08T12:00:00-00:00,2025-04-08T13:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T05:00:00,2025-04-08T06:00:00,2025-04-08T12:00:00-00:00,2025-04-08T13:00:00-00:00,199.8,0.9,,BIDPRICE,,
2025-04-08T06:00:00,2025-04-08T08:00:00,2025-04-08T13:00:00-00:00,2025-04-08T15:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T06:00:00,2025-04-08T08:00:00,2025-04-08T13:00:00-00:00,2025-04-08T15:00:00-00:00,199.8,250,,BIDPRICE,,
2025-04-08T08:00:00,2025-04-08T09:00:00,2025-04-08T15:00:00-00:00,2025-04-08T16:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T08:00:00,2025-04-08T09:00:00,2025-04-08T15:00:00-00:00,2025-04-08T16:00:00-00:00,199.8,2.28,,BIDPRICE,,
2025-04-08T09:00:00,2025-04-08T10:00:00,2025-04-08T16:00:00-00:00,2025-04-08T17:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T09:00:00,2025-04-08T10:00:00,2025-04-08T16:00:00-00:00,2025-04-08T17:00:00-00:00,199.8,0,,BIDPRICE,,
2025-04-08T10:00:00,2025-04-08T11:00:00,2025-04-08T17:00:00-00:00,2025-04-08T18:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T10:00:00,2025-04-08T11:00:00,2025-04-08T17:00:00-00:00,2025-04-08T18:00:00-00:00,199.8,0.52,,BIDPRICE,,
2025-04-08T11:00:00,2025-04-08T12:00:00,2025-04-08T18:00:00-00:00,2025-04-08T19:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T11:00:00,2025-04-08T12:00:00,2025-04-08T18:00:00-00:00,2025-04-08T19:00:00-00:00,199.8,1.11,,BIDPRICE,,
2025-04-08T12:00:00,2025-04-08T13:00:00,2025-04-08T19:00:00-00:00,2025-04-08T20:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T12:00:00,2025-04-08T13:00:00,2025-04-08T19:00:00-00:00,2025-04-08T20:00:00-00:00,199.8,1,,BIDPRICE,,
2025-04-08T13:00:00,2025-04-08T14:00:00,2025-04-08T20:00:00-00:00,2025-04-08T21:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T13:00:00,2025-04-08T14:00:00,2025-04-08T20:00:00-00:00,2025-04-08T21:00:00-00:00,199.8,1.24,,BIDPRICE,,
2025-04-08T14:00:00,2025-04-08T15:00:00,2025-04-08T21:00:00-00:00,2025-04-08T22:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T14:00:00,2025-04-08T15:00:00,2025-04-08T21:00:00-00:00,2025-04-08T22:00:00-00:00,199.8,1.19,,BIDPRICE,,
2025-04-08T15:00:00,2025-04-08T16:00:00,2025-04-08T22:00:00-00:00,2025-04-08T23:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T15:00:00,2025-04-08T16:00:00,2025-04-08T22:00:00-00:00,2025-04-08T23:00:00-00:00,199.8,1.72,,BIDPRICE,,
2025-04-08T16:00:00,2025-04-08T17:00:00,2025-04-08T23:00:00-00:00,2025-04-09T00:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T16:00:00,2025-04-08T17:00:00,2025-04-08T23:00:00-00:00,2025-04-09T00:00:00-00:00,199.8,0.59,,BIDPRICE,,
2025-04-08T17:00:00,2025-04-08T18:00:00,2025-04-09T00:00:00-00:00,2025-04-09T01:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T17:00:00,2025-04-08T18:00:00,2025-04-09T00:00:00-00:00,2025-04-09T01:00:00-00:00,199.8,2.12,,BIDPRICE,,
2025-04-08T18:00:00,2025-04-08T19:00:00,2025-04-09T01:00:00-00:00,2025-04-09T02:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T18:00:00,2025-04-08T19:00:00,2025-04-09T01:00:00-00:00,2025-04-09T02:00:00-00:00,199.8,0.88,,BIDPRICE,,
2025-04-08T19:00:00,2025-04-08T21:00:00,2025-04-09T02:00:00-00:00,2025-04-09T04:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T19:00:00,2025-04-08T21:00:00,2025-04-09T02:00:00-00:00,2025-04-09T04:00:00-00:00,199.8,250,,BIDPRICE,,
2025-04-08T21:00:00,2025-04-08T22:00:00,2025-04-09T04:00:00-00:00,2025-04-09T05:00:00-00:00,2025-04-08 00:00:00.0,DAM,GENERATOR,784654,121075,,,,,,,,RD,,,2025-04-08T21:00:00,2025-04-08T22:00:00,2025-04-09T04:00:00-00:00,2025-04-09T05:00:00-00:00,199.8,9.78,,BIDPRICE,,
