price,profit,profit_actual,P_ESS,P_ESS_controlled,P_ESS_passive,P_ESS_actual,SOC_controlled,P_natural_gas,P_natural_gas_actual,P_renewable_absorbed,marginal_price_gas,marginal_price_gas_actual,marginal_price_gas_withoutESS,cost,cost_actual,cost_withoutESS,carbon,carbon_actual,carbon_withoutESS,total_profit,total_profit_actual,total_cost,total_cost_actual,total_cost_withoutESS,total_carbon,total_carbon_actual,total_carbon_withoutESS,total_absorb
49.42364558333333,4823.7478089333335,6029.684761166666,97.6,0.0,97.6,122.0,0.0016487791644058,10590.81666666667,10577.41666666667,11.0,30.23145372432735,30.23145372432735,30.23145372432735,296095.02878622466,295689.92730631866,299378.16466068657,3787.751985408778,3782.536145718312,3830.0236414076307,22860171.31553966,18343578.061016563,125251527.74448068,127893856.58845918,140253162.57152134,1599118.6547875442,1632997.5215040655,1793834.991554758,111207.96603333336
44.66270616666666,-75920.64545584442,-5575.394486472221,-1699.8666666666668,-1600.0,-99.86666666666667,-124.83333333333331,0.0799992946283233,11293.783333333333,9718.75,0.0,30.91313839421558,30.15201921511154,30.15201921511154,317641.99710854003,269766.3078229389,266002.3307575858,4065.0766916890666,3446.3151088008763,3397.1541514121045,22860171.31553966,18343578.061016563,125251527.74448068,127893856.58845918,140253162.57152134,1599118.6547875442,1632997.5215040655,1793834.991554758,111207.96603333336
44.943527,-84137.27877913332,-15284.544473916663,-1872.0666666666664,-1600.0,-272.06666666666666,-340.0833333333333,0.1583498100922409,10350.4,8818.416666666666,0.0,30.23145372432735,29.87853373584906,29.85548671360657,288826.88345333416,242803.75554688656,232643.4576551155,3694.171777031944,3100.8813357052377,2971.5459448839947,22860171.31553966,18343578.061016563,125251527.74448068,127893856.58845918,140253162.57152134,1599118.6547875442,1632997.5215040655,1793834.991554758,111207.96603333336
48.14579466666667,-69569.927033516,-12168.849602,-1444.9845,-1242.7845,-202.2,-252.75,0.2192078139582202,9459.067833333334,8266.833333333334,0.0,29.87853373584906,29.85548671360657,29.85548671360657,261945.47304304768,226329.02221518775,218783.04794832368,3344.734391854276,2891.6508499485417,2796.1733783412797,22860171.31553966,18343578.061016563,125251527.74448068,127893856.58845918,140253162.57152134,1599118.6547875442,1632997.5215040655,1793834.991554758,111207.96603333336
51.91015533333333,69213.54044444444,-7700.006374444444,1333.3333333333333,1452.0,-118.66666666666669,-148.33333333333334,0.1404232236163863,6990.166666666668,8471.833333333334,0.0,29.48272950013593,29.85548671360657,29.85548671360657,188412.32227497105,232449.3969914771,228020.83312895877,2409.2562879674856,2969.0905400751044,2913.056943154258,22860171.31553966,18343578.061016563,125251527.74448068,127893856.58845918,140253162.57152134,1599118.6547875442,1632997.5215040655,1793834.991554758,111207.96603333336
59.43865875,134981.231444,18643.925961250003,2270.9333333333334,2020.0,250.93333333333337,313.6666666666667,0.030819316942485,6725.816666666668,8683.083333333334,0.0,29.48272950013593,29.87853373584906,29.87853373584906,180618.56273161015,238760.19398130168,248132.09406311298,2308.0409649983812,3049.368986006606,3168.760909815504,22860171.31553966,18343578.061016563,125251527.74448068,127893856.58845918,140253162.57152134,1599118.6547875442,1632997.5215040655,1793834.991554758,111207.96603333336
44.7896285,-53825.18955606667,22297.770054916666,-1201.7333333333331,-1600.0,398.26666666666665,497.8333333333333,0.1091698324064026,10068.733333333334,8372.166666666666,3.0,30.15201921511154,29.85548671360657,29.87853373584906,280319.0120145744,229473.80014902094,244344.9899120941,3584.143005223681,2931.4409996721083,3120.515661113768,22860171.31553966,18343578.061016563,125251527.74448068,127893856.58845918,140253162.57152134,1599118.6547875442,1632997.5215040655,1793834.991554758,111207.96603333336
36.17484433333333,-119801.43780684443,-77402.10859188889,-3311.7333333333336,-1600.0,-1711.7333333333331,-2139.6666666666665,0.1875203478703201,8099.0666666666675,6981.0,54.0,29.85548671360657,29.48272950013593,29.43672712044583,221320.26672753502,188142.0639212198,125102.54212229958,2828.2762222400884,2405.7465201323544,1592.4524128318951,22860171.31553966,18343578.061016563,125251527.74448068,127893856.58845918,140253162.57152134,1599118.6547875442,1632997.5215040655,1793834.991554758,111207.96603333336
36.54392716666666,-186447.11640433333,-159971.04117208332,-5102.0,-1600.0,-3502.0,-4377.5,0.2658708633342376,7227.25,6588.75,86.0,29.62984501888926,29.48272950013593,27.00378095896539,195419.9420530615,176577.46327479146,50267.537946877404,2499.2864907797316,2255.560363769081,640.9131257141656,22860171.31553966,18343578.061016563,125251527.74448068,127893856.58845918,140253162.57152134,1599118.6547875442,1632997.5215040655,1793834.991554758,111207.96603333336
38.24566491666667,-203576.5749294278,-177979.3888284514,-5322.866666666667,-1600.0,-3722.866666666667,-4653.583333333333,0.3442213787981552,7457.700000000001,6931.416666666667,143.0,29.62984501888926,29.48272950013593,27.00378095896539,202248.13983766455,186680.21191683804,52065.539695728534,2586.188826797719,2386.7618668423297,664.4856351682838,22860171.31553966,18343578.061016563,125251527.74448068,127893856.58845918,140253162.57152134,1599118.6547875442,1632997.5215040655,1793834.991554758,111207.96603333336
