price,profit,profit_actual,P_ESS,P_ESS_controlled,P_ESS_passive,P_ESS_actual,SOC_controlled,P_natural_gas,P_natural_gas_actual,P_renewable_absorbed,marginal_price_gas,marginal_price_gas_actual,marginal_price_gas_withoutESS,cost,cost_actual,cost_withoutESS,total_profit,total_profit_actual,total_cost,total_cost_actual,total_cost_withoutESS,total_absorb
58.600297416666656,37939.79175082695,800.870731361111,647.4334333333333,636.5001,10.933333333333334,13.666666666666666,-7.855459546735055e-09,14129.816566666665,14763.58333333333,0.0,34.38336652736058,34.49343136510507,34.49802344151407,287552.36918224255,309396.58532467915,309868.00818154565,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
53.00915749999999,-10700.781927333332,-13375.977409166666,-201.86666666666667,0.0,-201.86666666666667,-252.33333333333334,-7.855459546735055e-09,14255.783333333333,14306.25,0.0,34.38908796670906,34.46397501782196,34.27086978715518,291883.8069409723,293622.9753015109,284946.67811015825,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
44.06281158333334,-89321.19412096114,-24627.43977411806,-2027.1333333333332,-1580.0,-447.1333333333333,-558.9166666666666,0.11201491751767478,15350.299999999997,13882.08333333333,0.0,34.55042442673641,33.96734765191761,33.66376388313569,329655.6272933262,279079.58679138153,260227.47462830815,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
43.53169166666666,-94756.88430722221,-32471.014342361104,-2176.7333333333336,-1580.0,-596.7333333333333,-745.9166666666666,0.22402984289080913,15221.483333333337,13790.66666666667,0.0,34.55042442673641,33.94257452331931,33.59602671096088,325204.95678675565,275975.7436682508,250857.68199027813,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
44.01494516666666,-95932.04015558887,-32985.53349031944,-2179.5333333333333,-1580.0,-599.5333333333333,-749.4166666666666,0.33604476826394347,15200.116666666667,13770.0,0.0,34.55042442673641,33.86988422330727,33.59602671096088,324466.7293848376,275274.6199772389,250045.7780114298,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
45.010691499999986,-87191.71086103331,-20093.522863791663,-1937.1333333333334,-1580.0,-357.1333333333334,-446.4166666666667,0.4480596936370778,15274.799999999997,13784.08333333333,0.0,34.55042442673641,33.94257452331931,33.66376388313569,327047.0702491076,275752.2883859721,260715.59920461362,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
51.22044991666667,70802.87647192861,439.6421951180556,1382.3165666666666,1375.4499,6.866666666666667,8.583333333333334,0.34001178318931663,12378.350099999996,13752.08333333333,0.0,33.52021444524352,33.75144521499668,33.75144521499668,228487.87851905558,274669.8947399026,274959.59464466467,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
44.09432833333333,-128435.01994744444,-73457.47647597222,-2912.7333333333336,-1580.0,-1332.7333333333336,-1665.9166666666667,0.452026708562451,13688.233333333337,12441.41666666667,0.0,33.66376388313569,33.52021444524352,32.7827279988249,272516.99269657844,230601.88335804775,175240.42185143553,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
41.68593466666666,-197091.09910399996,-164034.15291333332,-4728.0,-1580.0,-3148.0,-3935.0,0.5640416339355853,11576.66666666667,10821.66666666667,38.0,33.3467144183918,32.7827279988249,24.14951220989569,201690.9797008267,176753.89112738124,63157.78291479956,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
33.768966000000006,-193347.59172960004,-174990.78181200003,-5725.6,-1580.0,-4145.6,-5182.0,0.6760565593087196,10457.76666666667,10071.16666666667,157.0,32.25833104207248,31.7196448732497,16.13422666419481,164958.12413933835,152544.0757784408,22967.7064890158,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
34.939805250000006,-185087.79501100007,-162353.62839500004,-5297.333333333334,-1580.0,-3717.333333333334,-4646.666666666667,0.7880714846818538,10469.583333333332,9953.916666666666,135.0,32.25833104207248,31.58634757540892,17.47645603641602,165339.31008448536,148838.8175829177,30198.733956385022,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
39.31762108333333,-191230.42425037775,-161385.7286733889,-4863.733333333334,-1580.0,-3283.7333333333336,-4104.666666666667,0.9000864100549881,10677.149999999998,10064.08333333333,146.0,32.25833104207248,31.7196448732497,19.22911887099909,172035.0643311182,152319.39496058843,42403.518663227354,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
49.469996,-82878.73329866666,-103598.41662333332,-1675.3333333333333,0.0,-1675.3333333333333,-2094.1666666666665,0.9000864100549881,10089.916666666666,10508.75,0.0,31.7196448732497,32.25833104207248,29.26875859111406,153138.81911981414,166602.76138363325,102134.99516818248,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
49.47879758333334,-41380.76771219446,-51725.95964024307,-836.3333333333335,0.0,-836.3333333333335,-1045.4166666666667,0.9000864100549881,12082.249999999996,12291.33333333333,0.0,33.50251757219851,33.52021444524352,32.97403430223746,218563.19887831845,225571.05784005724,190732.23732600547,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
53.31210725,97351.46197898334,16397.915654979166,1826.0666666666666,1580.0,246.06666666666666,307.5833333333333,0.7759701492537312,12561.266666666666,14079.75,0.0,33.52021444524352,34.27086978715518,34.49343136510507,234619.28105931007,285832.0089129931,296418.4317735585,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
47.93116766666666,-23824.98574151111,-29781.232176888887,-497.0666666666667,0.0,-497.0666666666667,-621.3333333333334,0.7759701492537312,16358.316666666662,16482.58333333333,0.0,34.82508397741334,34.82508397741334,34.56157923655836,364548.2294570188,368875.82655927865,347310.90401579684,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
45.72052283333334,-92904.10239733335,-25832.09540083334,-2032.0,-1580.0,-452.0,-565.0,0.8879850746268655,19469.83333333333,18201.83333333333,199.0,36.56582985232526,35.52782356993283,35.31763458340262,475026.1903369064,429348.04964218143,409315.7777260217,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
45.338607833333334,-35436.65588253333,45247.930617666665,-781.5999999999999,-1580.0,798.4000000000001,998.0,0.9999999999999998,20765.01666666667,19094.41666666667,109.0,37.70215535954893,36.13800829220757,36.99806098424983,523183.39625277807,461317.5972364443,497993.82801936974,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
56.71571624999999,142420.72559924997,178025.90699906246,2511.133333333333,0.0,2511.133333333333,3138.9166666666665,0.9999999999999998,20713.700000000004,20104.91666666667,19.0,37.70215535954893,36.99806098424983,43.30926834073044,521248.6473135773,498456.30378167285,623121.8809021867,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
60.38009891666667,254329.02731685556,245168.3599762153,4212.133333333333,963.8,3248.3333333333335,4060.4166666666665,0.9242890809112331,20868.950000000004,21020.66666666667,0.0,38.73980382837281,38.73980382837281,48.68720106703797,527156.6304597842,533034.1043639455,711343.8157918485,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
59.816215,277604.06300425,240386.41403125,4640.95,1425.95,3215.0,4018.75,0.8122741555380988,19840.3,20462.5,0.0,36.99806098424983,37.70215535954893,48.68720106703797,488666.00021089043,511777.86588725843,682139.6096851366,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
66.40370175,278771.59377339995,217317.1812605,4198.133333333333,1580.0,2618.133333333333,3272.6666666666665,0.6881578947368419,18438.36666666666,19363.83333333333,0.0,35.57230700602118,36.56582985232526,42.12701700446016,437755.9042778372,471150.21237255994,596833.6357521443,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
67.44143358333334,234687.19667885557,160162.16452148612,3479.866666666667,1580.0,1899.8666666666668,2374.8333333333335,0.5640416339355849,16585.466666666667,17690.5,0.0,34.82508397741334,35.42049351290176,36.99806098424983,372458.7472824884,411215.7140992413,496991.7972010461,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
62.80624725000001,131620.95882025003,40483.86020656251,2095.666666666667,1580.0,515.6666666666667,644.5833333333334,0.43992537313432806,15061.916666666666,16513.0,0.0,34.51649401714521,34.82508397741334,35.12553684975887,319692.06713905424,369935.0895302585,392449.6222459207,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
52.05704316666666,-65258.70931373333,21239.273611999997,-1253.6,-1580.0,326.40000000000003,408.0,0.5519402985074624,17414.68333333333,15753.08333333333,0.0,35.161518881393,34.56157923655836,34.82508397741334,401489.41066921747,343572.49319504254,357679.5620605403,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
55.895661333333344,-4024.487616000001,-5030.609520000001,-72.0,0.0,-72.0,-90.0,0.5519402985074624,14508.66666666667,14526.66666666667,0.0,34.49343136510507,34.49343136510507,34.49343136510507,300603.6347791913,301224.5165437632,298120.10772090376,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
47.81237483333334,-112177.39383396668,-45792.30199662501,-2346.2,-1580.0,-766.2,-957.75,0.6639552238805967,15275.116666666669,13886.66666666667,0.0,34.55042442673641,33.96734765191761,33.59602671096088,327058.0112168429,279235.27046811965,246966.1422295918,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
45.366762916666666,-114076.2375793889,-52995.94021381945,-2514.5333333333333,-1580.0,-934.5333333333334,-1168.1666666666667,0.775970149253731,15144.033333333336,13797.66666666667,0.0,34.55042442673641,33.94257452331931,33.59602671096088,322529.0264149049,276213.34168991406,236906.93189855161,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
47.79990616666666,-99031.84559609999,-29384.99231595833,-2071.8,-1580.0,-491.8,-614.75,0.8879850746268653,15351.96666666667,13894.91666666667,0.0,34.55042442673641,33.96734765191761,33.66376388313569,329713.21133403765,279515.50108624797,258779.93278133348,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
60.997962666666666,28221.724060444445,28414.884275555552,462.6666666666667,90.0,372.6666666666667,465.8333333333333,0.8809151610369202,14350.333333333336,14347.16666666667,0.0,34.46397501782196,34.46397501782196,34.49802344151407,295142.26220021327,295033.12627932354,311101.31251958007,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
63.11987233333334,131461.8621043778,39665.57977213889,2082.7333333333336,1580.0,502.73333333333335,628.4166666666666,0.7567989002356634,13086.016666666663,14540.33333333333,0.0,33.66376388313569,34.49343136510507,34.55042442673641,252244.11302342245,301695.9267724194,323382.99773865216,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
56.49877200000001,-129924.57609120003,-50820.645414000006,-2299.6,-1580.0,-719.6,-899.5,0.8688138256087977,15658.18333333333,14258.08333333333,0.0,34.55042442673641,34.46397501782196,33.66376388313569,340293.12713391124,291962.960504819,261419.73293250252,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
65.87575383333332,-23302.449989311106,-159232.67630747217,-353.73333333333335,1580.0,-1933.7333333333333,-2417.1666666666665,0.7446975648075409,11800.899999999998,13864.33333333333,0.0,33.3467144183918,33.96734765191761,33.09109912220162,209168.42463057724,278476.66637055995,197381.1102884132,17309790.76370753,13191417.322319265,110453285.4174239,112967154.17417274,128070535.27602114,58469.883333333346
