price,profit,profit_actual,P_ESS,P_ESS_controlled,P_ESS_passive,P_ESS_actual,SOC_controlled,P_natural_gas,P_natural_gas_actual,P_renewable_absorbed,marginal_price_gas,marginal_price_gas_actual,marginal_price_gas_withoutESS,cost,cost_actual,cost_withoutESS,total_profit,total_profit_actual,total_cost,total_cost_actual,total_cost_withoutESS,total_absorb
58.30732575000001,39481.83967358258,-14348.461078312503,677.1334333333333,874.0001,-196.86666666666667,-246.08333333333334,-5.720823800792196e-09,8600.616566666667,9523.833333333334,0.0,50.36654844461934,51.36002639615718,51.36002639615718,195875.40168545663,242921.49671792987,230282.6502222755,14937656.044647122,12641328.604508739,67583837.71706152,67340650.11836638,101914427.37399094,14101.28333333334
52.840206916666666,-54939.72447148889,-68674.65558936111,-1039.7333333333333,0.0,-1039.7333333333333,-1299.6666666666667,-5.720823800792196e-09,9356.733333333334,9616.666666666666,0.0,51.36002639615718,51.36002639615718,49.50813785118049,234339.236307132,247689.41916837308,181616.27264879594,14937656.044647122,12641328.604508739,67583837.71706152,67340650.11836638,101914427.37399094,14101.28333333334
48.07226166666667,-120046.05183400001,-61123.88070916667,-2497.2,-1480.0,-1017.2,-1271.5,0.07641303775743707,10559.616666666665,9333.916666666666,0.0,52.39380764182855,51.36002639615718,47.99305267517042,296682.8683676653,233167.37170485963,169201.7890927208,14937656.044647122,12641328.604508739,67583837.71706152,67340650.11836638,101914427.37399094,14101.28333333334
48.576858583333326,-118320.27368004443,-58033.153720888884,-2435.7333333333336,-1480.0,-955.7333333333335,-1194.6666666666667,0.15282608123569796,10541.233333333334,9340.166666666666,40.0,52.39380764182855,51.36002639615718,48.03745064813739,295719.6955371831,233488.37186983562,173192.08443466714,14937656.044647122,12641328.604508739,67583837.71706152,67340650.11836638,101914427.37399094,14101.28333333334
52.02610333333334,-44429.17368544501,-34740.43050083334,-853.9785,-319.7785,-534.2,-667.75,0.16933638422482838,9534.9785,9348.75,0.0,51.36002639615718,51.36002639615718,50.66057926225871,243493.9127721194,233929.21209640265,199946.94277527885,14937656.044647122,12641328.604508739,67583837.71706152,67340650.11836638,101914427.37399094,14101.28333333334
57.04054316666666,50028.35906004444,62535.448825055544,877.0666666666666,0.0,877.0666666666666,1096.3333333333333,0.16933638422482838,10037.516666666666,9819.25,1.0,52.04097976615552,51.81907747424988,53.11703449448976,269460.1056112915,258122.47026064494,315407.55037119356,14937656.044647122,12641328.604508739,67583837.71706152,67340650.11836638,101914427.37399094,14101.28333333334
79.70744683333334,330185.4415921889,265273.02534856944,4142.466666666667,1480.0,2662.466666666667,3328.0833333333335,0.08466819200514875,9400.866666666667,10215.25,0.0,51.36002639615718,52.04097976615552,53.4450395412798,236605.9254720824,278709.5224150629,455248.78427929536,14937656.044647122,12641328.604508739,67583837.71706152,67340650.11836638,101914427.37399094,14101.28333333334
66.73117558333334,145095.81944336114,57917.09947503472,2174.3333333333335,1480.0,694.3333333333334,867.9166666666666,-2.145308930501244e-10,9000.583333333332,10307.0,0.0,50.66057926225871,52.04097976615552,53.11703449448976,216137.21956450897,283484.2823086076,329182.56798343116,14937656.044647122,12641328.604508739,67583837.71706152,67340650.11836638,101914427.37399094,14101.28333333334
52.03180275,-120987.81654115001,-151234.7706764375,-2325.266666666667,0.0,-2325.266666666667,-2906.5833333333335,-2.145308930501244e-10,6959.683333333333,7541.0,0.0,44.06596767685831,47.45681265806235,27.59696471518686,117397.22863521705,144253.5576261051,37240.41294933512,14937656.044647122,12641328.604508739,67583837.71706152,67340650.11836638,101914427.37399094,14101.28333333334
48.122044166666676,-263310.99313488894,-240112.95971027785,-5471.733333333334,-1480.0,-3991.7333333333336,-4989.666666666667,0.07641304326372998,6964.816666666667,6506.75,24.0,44.06596767685831,38.02070749786894,2.11426730768179,117623.43393595825,99288.95797678421,1763.528216683053,14937656.044647122,12641328.604508739,67583837.71706152,67340650.11836638,101914427.37399094,14101.28333333334
