price,profit,profit_actual,P_ESS,P_ESS_controlled,P_ESS_passive,P_ESS_actual,SOC_controlled,P_natural_gas,P_natural_gas_actual,P_renewable_absorbed,marginal_price_gas,marginal_price_gas_actual,marginal_price_gas_withoutESS,cost,cost_actual,cost_withoutESS,carbon,carbon_actual,carbon_withoutESS,total_profit,total_profit_actual,total_cost,total_cost_actual,total_cost_withoutESS,total_carbon,total_carbon_actual,total_carbon_withoutESS,total_absorb
112.40863575000002,77734.31857565002,15671.6373008125,691.5333333333333,580.0,111.53333333333332,139.41666666666666,0.9137951683644598,6887.05,7439.166666666667,0.0,173.9583775468553,173.9583775468553,174.3577856764873,1068281.3967597834,1164326.7163096948,1188632.916132548,2301.4048418015036,2507.3525164521525,2560.0132693213177,28190626.81935393,22266452.89366512,1254532719.210843,1257332709.9892783,1270025465.937825,2701198.2332270797,2707228.4884256106,2734615.8457013112,25823.43333333333
107.94691333333331,61875.17072266666,-917.5487633333332,573.2,580.0,-6.800000000000001,-8.5,0.8809711728919075,6303.633333333333,6885.333333333333,0.0,173.9583775468553,173.9583775468553,173.9583775468553,966791.1799926555,1067982.7682116614,1066504.122002513,2083.7818046672637,2300.764499769656,2297.5938741750706,28190626.81935393,22266452.89366512,1254532719.210843,1257332709.9892783,1270025465.937825,2701198.2332270797,2707228.4884256106,2734615.8457013112,25823.43333333333
102.32534250000002,58148.08129800001,-1500.7716900000005,568.2666666666667,580.0,-11.733333333333334,-14.666666666666666,0.8481471774193552,5505.233333333334,6088.166666666667,0.0,172.0790421309771,173.9583775468553,173.9583775468553,828897.9678959198,929308.9482438932,926757.5587065393,1787.6504235206762,2003.4095543009892,1997.9386709220967,28190626.81935393,22266452.89366512,1254532719.210843,1257332709.9892783,1270025465.937825,2701198.2332270797,2707228.4884256106,2734615.8457013112,25823.43333333333
104.2720875,59629.731105,-1060.09955625,571.8666666666667,580.0,-8.133333333333333,-10.166666666666666,0.8153231819468029,5166.466666666667,5748.5,0.0,170.6805330534701,172.0790421309771,172.0790421309771,770748.1887004483,870759.0628783155,869009.5926166504,1661.6097934377128,1877.7577588850913,1873.9919686293847,28190626.81935393,22266452.89366512,1254532719.210843,1257332709.9892783,1270025465.937825,2701198.2332270797,2707228.4884256106,2734615.8457013112,25823.43333333333
112.8406,55487.484373333325,-12450.079533333332,491.73333333333335,580.0,-88.26666666666667,-110.33333333333331,0.7824991864742505,5727.183333333333,6329.25,0.0,172.0790421309771,173.9583775468553,173.9583775468553,867090.9112968901,971247.4137641476,952054.0061081445,1869.8619462014049,2093.337199841534,2052.1812362412293,28190626.81935393,22266452.89366512,1254532719.210843,1257332709.9892783,1270025465.937825,2701198.2332270797,2707228.4884256106,2734615.8457013112,25823.43333333333
112.85245916666668,64190.478774,-1579.9344283333337,568.8,580.0,-11.2,-14.0,0.7496751910016982,6098.45,6681.25,0.0,173.9583775468553,173.9583775468553,173.9583775468553,931097.8202263333,1032480.7626606406,1030045.3453749847,2007.2453895791443,2224.6384009349536,2219.4161940732834,28190626.81935393,22266452.89366512,1254532719.210843,1257332709.9892783,1270025465.937825,2701198.2332270797,2707228.4884256106,2734615.8457013112,25823.43333333333
112.85982508333336,106291.38326348337,51040.85589393751,941.8,580.0,361.8,452.25,0.7168511955291459,6084.45,6574.0,0.0,173.9583775468553,173.9583775468553,173.9583775468553,928662.4029406774,1013823.7266687404,1092496.4029143057,2002.0231827174741,2184.6325662268023,2353.328498597538,28190626.81935393,22266452.89366512,1254532719.210843,1257332709.9892783,1270025465.937825,2701198.2332270797,2707228.4884256106,2734615.8457013112,25823.43333333333
123.79893333333337,144027.67904000002,90280.37213333337,1163.4,580.0,583.4,729.25,0.6840272000565936,5885.6,6319.75,0.0,172.0790421309771,173.9583775468553,173.9583775468553,894351.0995544724,969594.8091774525,1096453.9560034967,1928.540366497292,2089.7935594711153,2361.8145847477517,28190626.81935393,22266452.89366512,1254532719.210843,1257332709.9892783,1270025465.937825,2701198.2332270797,2707228.4884256106,2734615.8457013112,25823.43333333333
109.94752566666666,70696.25900366667,8658.367646249999,643.0,580.0,63.0,78.75,0.6512032045840412,4225.5,4789.75,0.0,167.4685173911516,170.6805330534701,170.6805330534701,611272.7033585379,706449.987223655,719891.0792016158,1318.5219902605352,1520.2865416641223,1549.8291848809615,28190626.81935393,22266452.89366512,1254532719.210843,1257332709.9892783,1270025465.937825,2701198.2332270797,2707228.4884256106,2734615.8457013112,25823.43333333333
101.10283566666668,21137.232843377773,-46878.01480411112,209.0666666666666,580.0,-370.9333333333334,-463.6666666666667,0.6183792091114889,3464.5999999999995,4137.333333333333,0.0,167.2752934853502,167.4685173911516,167.2752934853502,483926.19300847093,596507.5624085512,518897.8810331416,1047.5612823941922,1288.350841378716,1124.4267723904154,28190626.81935393,22266452.89366512,1254532719.210843,1257332709.9892783,1270025465.937825,2701198.2332270797,2707228.4884256106,2734615.8457013112,25823.43333333333
