price,profit,profit_actual,P_ESS,P_ESS_controlled,P_ESS_passive,P_ESS_actual,P_natural_gas,P_natural_gas_actual,P_renewable_absorbed,marginal_price_gas,marginal_price_gas_actual,marginal_price_gas_withoutESS,cost,cost_actual,cost_withoutESS,total_profit,total_profit_actual,total_cost,total_cost_actual,total_cost_withoutESS,total_absorb
96.27138083333334,14678.176531055557,18347.720663819448,152.46666666666667,0.0,152.46666666666667,190.58333333333334,12194.366666666667,12156.25,0.0,78.49471098775837,78.49471098775837,78.49471098775837,550365.7358586998,547373.779124883,562333.5627939667,22758757.270683583,18671858.34990074,214080049.40224713,217880951.15957463,223051638.90839985,62760.264066666656
96.33580908333334,64249.562271311115,15285.28170788889,666.9333333333334,540.0,126.93333333333334,158.66666666666666,11697.900000000003,12206.16666666667,0.0,78.49471098775837,78.49471098775837,78.49471098775837,511395.72834364424,551291.9734483556,563746.4675917465,22758757.270683583,18671858.34990074,214080049.40224713,217880951.15957463,223051638.90839985,62760.264066666656
95.594183,-172.0695294,-215.08691175,-1.8,0.0,-1.8,-2.25,12214.8,12215.25,0.0,78.49471098775837,78.49471098775837,78.49471098775837,551969.6444532162,552004.9670731608,551828.3539734383,22758757.270683583,18671858.34990074,214080049.40224713,217880951.15957463,223051638.90839985,62760.264066666656
96.79006183333333,34499.20437279444,13663.53039547222,356.43333333333334,243.5,112.93333333333334,141.16666666666666,12116.566666666664,12331.83333333333,0.0,78.49471098775837,78.49471098775837,78.49471098775837,544258.8473438519,561156.14212915,572236.9788302552,22758757.270683583,18671858.34990074,214080049.40224713,217880951.15957463,223051638.90839985,62760.264066666656
96.24162483333332,13903.706734255553,17379.63341781944,144.46666666666667,0.0,144.46666666666667,180.58333333333334,12345.116666666667,12309.0,0.0,78.49471098775837,78.49471098775837,78.49471098775837,562198.8135401043,559363.8462282631,573538.6827874692,22758757.270683583,18671858.34990074,214080049.40224713,217880951.15957463,223051638.90839985,62760.264066666656
97.53710608333334,99156.22204431667,58107.730949145836,1016.6,540.0,476.6,595.75,11825.15,12246.0,0.0,78.49471098775837,78.49471098775837,79.02370595022929,521384.1803168362,554418.6794360343,601262.3496140961,22758757.270683583,18671858.34990074,214080049.40224713,217880951.15957463,223051638.90839985,62760.264066666656
161.19650058333332,297740.68301078887,263368.2158697361,1847.0666666666666,540.0,1307.0666666666666,1633.8333333333333,12743.183333333336,12956.41666666667,0.0,79.02370595022929,79.02370595022929,79.37181764949989,593473.2463309354,610323.734563056,739700.4054627634,22758757.270683583,18671858.34990074,214080049.40224713,217880951.15957463,223051638.90839985,62760.264066666656
127.99792891666665,95657.11887705555,33172.79657756945,747.3333333333334,540.0,207.33333333333337,259.1666666666667,12518.250000000004,13006.41666666667,0.0,78.49471098775837,79.02370595022929,79.0764562254697,575788.8645024518,614274.9198605674,634767.066601928,22758757.270683583,18671858.34990074,214080049.40224713,217880951.15957463,223051638.90839985,62760.264066666656
78.86986300000001,-87569.62689917392,-57989.06677075,-1110.3053,-522.1053,-588.2,-735.25,12367.22196666667,12078.16666666667,86.0,78.49471098775837,78.49471098775837,78.48660480350472,563933.9626749023,541244.6504419225,483534.22122467705,22758757.270683583,18671858.34990074,214080049.40224713,217880951.15957463,223051638.90839985,62760.264066666656
64.861398,-76199.1703704,-51467.519313,-1174.8000000000002,-540.0,-634.8000000000001,-793.5,10843.21666666667,10574.91666666667,113.0,78.19038414160363,78.11447571389002,74.8095702845118,444397.8845885159,423438.5094094386,362554.6871520887,22758757.270683583,18671858.34990074,214080049.40224713,217880951.15957463,223051638.90839985,62760.264066666656
