"State","Date","Hour","Gross Load (MW)","Steam Load (1000 lb/hr)","SO2 Mass (lbs)","CO2 Mass (short tons)","NOx Mass (lbs)","Heat Input (mmBtu)"
"CA","2024-01-17",13,9667,,43.305,4293.001,1549.572,72277.137
"CA","2024-01-17",14,9599,,42.64,4261.217,550.117,71100.712
"CA","2024-01-17",15,11562,,51.481,5061.806,909.116,85783.701
"CA","2024-01-17",16,14767,,65.847,6479.789,850.009,109811.325
"CA","2024-01-17",17,16179,,72.337,7121.548,913.498,120665.326
"CA","2024-01-17",18,16003,,71.118,7001.616,737.721,118645.983
"CA","2024-01-17",19,15155,,67.025,6594.58,683.965,111784.898
"CA","2024-01-17",20,14835,,66.093,6500.816,679.776,110206
"CA","2024-01-17",21,14695,,63.982,6292.032,674.304,106693.769
"CA","2024-01-17",22,13848,,59.635,5863.805,614.49,99470.479
"CA","2024-01-17",23,13363,,57.644,5667.771,591.727,96143.365
"CA","2024-01-18",0,13695,,59.123,5828.867,640.453,98630.937
"CA","2024-01-18",1,13608,,58.752,5789.744,618.172,97984.545
"CA","2024-01-18",2,13553,,59.423,5799.616,607.526,98150.112
"CA","2024-01-18",3,13723,,60.417,5856.324,615.468,99103.4
"CA","2024-01-18",4,13853,,60.972,5903.547,612.037,99905.414
"CA","2024-01-18",5,14694,,63.883,6186.684,725.544,104661.766
"CA","2024-01-18",6,15724,,70.071,6789.715,792.354,114821.88
"CA","2024-01-18",7,15458,,70.607,6839.808,735.537,115675.758
"CA","2024-01-18",8,13995,,60.038,5777.093,630.185,97792.748
"CA","2024-01-18",9,11614,,50.928,4862.468,548.019,82400.106
"CA","2024-01-18",10,10826,,48.438,4634.107,532.082,78124.817
"CA","2024-01-18",11,10848,,50.307,4775.494,514.256,80916.6
"CA","2024-01-18",12,10701,,49.42,4700.664,518.899,79648.963
"CA","2024-01-18",13,11064,,51.229,4878.112,558.348,82599.47
"CA","2024-01-18",14,12028,,55.359,5301.25,749.503,89515.6
"CA","2024-01-18",15,13822,,62.559,6175.689,928.662,104437.812
"CA","2024-01-18",16,16487,,74.474,7374.029,828.934,124331.224
"CA","2024-01-18",17,17106,,76.488,7592.224,843.303,127845.484
"CA","2024-01-18",18,17132,,76.796,7622.024,826.48,128356.8
"CA","2024-01-18",19,17179,,76.901,7639.909,836.268,128656.305
"CA","2024-01-18",20,17049,,76.036,7545.12,825.217,127061.124
"CA","2024-01-18",21,17052,,76.082,7549.676,819.887,127148.716
"CA","2024-01-18",22,16464,,71.303,7079.804,772.547,119198.625
"CA","2024-01-18",23,15027,,64.992,6456.607,685.141,108697.923
"CA","2024-01-19",0,14683,,62.759,6234.318,671.519,104959.671
"CA","2024-01-19",1,14556,,62.581,6215.128,665.612,104626.4
"CA","2024-01-19",2,14588,,62.552,6217.844,668.491,104708.108
"CA","2024-01-19",3,14620,,62.922,6253.828,678.696,105316
"CA","2024-01-19",4,15327,,66.062,6566.52,813.836,110580.453
"CA","2024-01-19",5,16190,,69.629,6912.35,855.984,116403.143
"CA","2024-01-19",6,16837,,73.759,7323.798,893.236,123358.731
"CA","2024-01-19",7,16957,,75.586,7495.761,879.582,126237.84
"CA","2024-01-19",8,15794,,68.991,6746.284,747.75,113609.511
"CA","2024-01-19",9,14432,,62.271,6188.049,661.507,104209.382
"CA","2024-01-19",10,13787,,58.96,5856.822,640.425,98603.692
"CA","2024-01-19",11,13812,,59.467,5907.072,676.004,99461.238
"CA","2024-01-19",12,13625,,58.926,5853.298,638.083,98512.705
"CA","2024-01-19",13,13751,,59.44,5913.428,645.884,99420.1
"CA","2024-01-19",14,14590,,62.403,6204.081,759.296,104421.525
"CA","2024-01-19",15,16234,,70.582,7015.161,857.557,118085.325
"CA","2024-01-19",16,17486,,80.077,7706.387,1235.697,129736.976
"CA","2024-01-19",17,17776,,89.921,7983.827,983.743,134418.662
"CA","2024-01-19",18,17764,,91.765,7957.194,916.588,133980.706
"CA","2024-01-19",19,17803,,91.892,7959.498,932.527,134031.937
"CA","2024-01-19",20,17434,,88.948,7667.029,847.351,129096.838
"CA","2024-01-19",21,17146,,86.808,7461.006,815.812,125598.397
"CA","2024-01-19",22,16287,,76.725,6947.288,748.49,116931.091
"CA","2024-01-19",23,15249,,64.992,6452.802,708.926,108631.225
"CA","2024-01-20",0,14591,,61.924,6148.18,676.812,103602.486
"CA","2024-01-20",1,13510,,57.89,5748.674,624.884,96865.42
"CA","2024-01-20",2,13294,,56.793,5638.098,612.688,95015.829
"CA","2024-01-20",3,13220,,56.725,5630.686,617.64,94895.8
"CA","2024-01-20",4,13260,,56.929,5649.786,619.709,95230.7
"CA","2024-01-20",5,13460,,57.781,5736.988,625.979,96696.036
"CA","2024-01-20",6,13880,,59.93,5949.219,698.15,100268.115
"CA","2024-01-20",7,13859,,59.084,5867.349,640.472,98824.555
"CA","2024-01-20",8,13243,,56.665,5657.22,620.193,94819.478
"CA","2024-01-20",9,12151,,50.645,5063.557,584.788,84808.58
"CA","2024-01-20",10,11362,,49.218,4908.754,537.223,82372.1
"CA","2024-01-20",11,11294,,48.91,4879.836,531.003,81857.08
"CA","2024-01-20",12,11360,,49.276,4915.968,548.344,82479.353
"CA","2024-01-20",13,11622,,50.229,5034.628,621.371,84077.991
"CA","2024-01-20",14,13046,,57.339,5736.479,779.746,95970.661
"CA","2024-01-20",15,14675,,64.718,6425.191,805.718,108145.422
"CA","2024-01-20",16,15718,,70.028,6947.895,883.725,117047.553
"CA","2024-01-20",17,15958,,72.174,7158.586,829.925,120616.67
"CA","2024-01-20",18,15682,,69.532,6896.01,774.591,116225.054
"CA","2024-01-20",19,15493,,68.515,6792.757,749.41,114504.37
"CA","2024-01-20",20,14687,,64.082,6358.787,702.45,107248.438
"CA","2024-01-20",21,14611,,63.655,6314.89,693.813,106528.345
"CA","2024-01-20",22,14189,,60.895,6044.124,661.29,101940.084
"CA","2024-01-20",23,13315,,56.843,5650.106,617.443,95157.605
"CA","2024-01-21",0,12779,,54.448,5422.697,682.741,91146.807
"CA","2024-01-21",1,12286,,52.193,5209.885,576.049,87351.588
"CA","2024-01-21",2,11805,,50.648,5045.9,539.853,84750.5
"CA","2024-01-21",3,11421,,49.212,4899.48,536.368,82309.544
"CA","2024-01-21",4,11202,,47.776,4761.885,514.498,79962.985
"CA","2024-01-21",5,11385,,48.335,4818.571,547.164,80914.587
"CA","2024-01-21",6,11175,,47.887,4773.7,516.585,80166.4
"CA","2024-01-21",7,11524,,49.17,4902.998,538.039,82301.89
"CA","2024-01-21",8,11099,,47.7,4755.6,515.58,79851.5
"CA","2024-01-21",9,10641,,44.462,4442.382,496.552,74530.141
"CA","2024-01-21",10,8562,,37.224,3726.556,403.989,62422.14
"CA","2024-01-21",11,7084,,31.689,3179.322,336.893,53224.575
"CA","2024-01-21",12,7182,,32.385,3245.141,424.266,54322.267
"CA","2024-01-21",13,7577,,34.261,3436.046,657.286,57530.104
"CA","2024-01-21",14,7997,,35.915,3628.344,481.435,60231.349
"CA","2024-01-21",15,9570,,42.752,4294.844,674.967,71596.512
"CA","2024-01-21",16,12590,,55.369,5467.655,688.319,92372.094
"CA","2024-01-21",17,13805,,60.249,5905.203,671.68,100359.794
"CA","2024-01-21",18,13929,,60.945,5973.913,740.318,101539.3
"CA","2024-01-21",19,14084,,61.446,6022.853,653.664,102360.72
"CA","2024-01-21",20,13960,,60.805,5957.613,636.432,101291.9
"CA","2024-01-21",21,13785,,59.894,5870.401,614.264,99775.041
"CA","2024-01-21",22,12472,,53.13,5260.088,537.479,88645.439
"CA","2024-01-21",23,11709,,51.304,5032.233,509.198,84212.011
"CA","2024-01-22",0,12695,,54.755,5309.052,616.895,89926.702
"CA","2024-01-22",1,12229,,53.594,5199.024,541.668,87959.8
"CA","2024-01-22",2,11576,,51.04,4948.224,511.962,83511.39
"CA","2024-01-22",3,11569,,51.243,4967.703,600.98,83853.68
"CA","2024-01-22",4,12549,,55.187,5345.676,669.1,90512.731
"CA","2024-01-22",5,13462,,58.327,5617.514,727.038,95107.691
"CA","2024-01-22",6,14351,,63.041,6203.742,845.536,104854.324
"CA","2024-01-22",7,14893,,65.369,6486.499,716.495,109300.1
"CA","2024-01-22",8,15199,,66.455,6600.832,737.735,111147.747
"CA","2024-01-22",9,15502,,68.023,6753.079,755.682,113759.36
"CA","2024-01-22",10,15538,,68.248,6777.342,751.64,114178.973
"CA","2024-01-22",11,14931,,64.741,6434.188,1735.109,108355.729
"CA","2024-01-22",12,14565,,63.16,6275.266,684.145,105685.791
"CA","2024-01-22",13,14831,,64.221,6380.631,719.175,107467.945
"CA","2024-01-22",14,15196,,64.965,6452.663,769.47,108687.951
"CA","2024-01-22",15,15873,,69.089,6854.03,779.947,115457.664
"CA","2024-01-22",16,16088,,70.926,7034.854,806.501,118519.38
"CA","2024-01-22",17,16578,,73.141,7252.071,844.999,122203.888
"CA","2024-01-22",18,16561,,73.261,7263.505,806.288,122407.942
"CA","2024-01-22",19,16286,,71.835,7121.456,794.076,120025.574
"CA","2024-01-22",20,15957,,70.075,6947.75,790.571,117083.708
"CA","2024-01-22",21,15403,,66.661,6610.334,724.277,111401.129
"CA","2024-01-22",22,14228,,61.68,6097.412,659.748,102774.945
"CA","2024-01-22",23,13725,,59.361,5859.372,633.878,98565.053
"CA","2024-01-23",0,12902,,55.009,5502.487,602.918,92056.733
"CA","2024-01-23",1,12474,,53.99,5369.389,577.279,90351.542
"CA","2024-01-23",2,12344,,53.45,5315.033,567.644,89428.636
"CA","2024-01-23",3,12367,,53.604,5330.343,569.259,89690.744
"CA","2024-01-23",4,12596,,54.409,5456.354,643.875,91062.54
"CA","2024-01-23",5,13274,,57.405,5693.589,639.359,96097.7
"CA","2024-01-23",6,13517,,58.289,5769.507,620.645,97623.886
"CA","2024-01-23",7,13712,,58.953,5831.889,625.548,98692
"CA","2024-01-23",8,12775,,54.966,5451.965,573.383,91992.228
"CA","2024-01-23",9,11261,,47.764,4765.609,521.845,79978.064
"CA","2024-01-23",10,9164,,39.538,3988.862,429.671,66213.8
"CA","2024-01-23",11,8318,,36.715,3701.234,402.407,61515.342
"CA","2024-01-23",12,7688,,34.436,3475.083,382.477,57695.14
"CA","2024-01-23",13,7936,,35.715,3608.353,405.157,59974.562
"CA","2024-01-23",14,8858,,39.432,3997.861,594.422,66084.492
"CA","2024-01-23",15,10116,,44.899,4533.757,670.153,75259.485
"CA","2024-01-23",16,12644,,54.604,5460.977,707.158,91462.052
"CA","2024-01-23",17,14348,,62.324,6163.993,657.205,104205.873
"CA","2024-01-23",18,14647,,63.835,6312.009,691.411,106704.26
"CA","2024-01-23",19,14697,,63.901,6319.584,679.455,106813.34
"CA","2024-01-23",20,14673,,63.675,6297.789,671.52,106442
"CA","2024-01-23",21,14657,,63.521,6292.369,672.949,106331.73
"CA","2024-01-23",22,14331,,61.656,6106.147,662.907,103213.01
"CA","2024-01-23",23,14083,,60.676,6009.749,641.863,101591.304
"CA","2024-01-24",0,13605,,58.015,5772.229,623.053,97144.964
"CA","2024-01-24",1,13452,,57.34,5704.929,614.14,95993.9
"CA","2024-01-24",2,13471,,57.622,5732.237,648.075,96466.482
"CA","2024-01-24",3,13544,,57.929,5770.159,631.097,97087.63
"CA","2024-01-24",4,14036,,59.743,5933.044,680.41,99863.255
"CA","2024-01-24",5,14708,,63.578,6305.345,737.696,106140.615
"CA","2024-01-24",6,15042,,65.782,6521.181,695.283,109780.478
"CA","2024-01-24",7,14878,,64.617,6416.132,716.685,108006.052
"CA","2024-01-24",8,14374,,62.184,6165.573,730.854,103828.035
"CA","2024-01-24",9,14337,,62.422,6183.789,776.479,104150.384
"CA","2024-01-24",10,14155,,61.502,6103.53,708.911,102814.329
"CA","2024-01-24",11,13780,,60.208,5980.529,676.239,100729.7
"CA","2024-01-24",12,13673,,59.752,5934.321,666.73,99951.124
"CA","2024-01-24",13,13374,,57.746,5735.432,647.958,96557.509
"CA","2024-01-24",14,13447,,59.528,5911.907,690.654,99515.975
"CA","2024-01-24",15,15584,,68.161,6769.635,903.288,113984.934
"CA","2024-01-24",16,16528,,73.132,7255.069,855.292,122185.249
"CA","2024-01-24",17,16720,,75.195,7458.618,973.521,125637.06
"CA","2024-01-24",18,16812,,74.931,7432.18,820.348,125209.135
"CA","2024-01-24",19,16559,,73.119,7261.12,790.678,122320.432
"CA","2024-01-24",20,15956,,70.055,6956.68,765.589,117195.671
"CA","2024-01-24",21,15409,,67.404,6697.8,725.794,112788.602
"CA","2024-01-24",22,14260,,61.494,6105.212,647.301,102806.655
"CA","2024-01-24",23,13266,,56.998,5674.107,605.925,95304.329
"CA","2024-01-25",0,11724,,49.078,4918.187,549.687,82226.508
"CA","2024-01-25",1,11356,,48.155,4793.586,504.78,80649.1
"CA","2024-01-25",2,10896,,46.394,4617.786,489.204,77680
"CA","2024-01-25",3,10668,,45.404,4529.686,491.233,76185.1
"CA","2024-01-25",4,10654,,45.778,4564.686,491.117,76561.3
"CA","2024-01-25",5,11216,,48.084,4778.803,539.793,80269.277
"CA","2024-01-25",6,12296,,52.904,5255.616,601.139,88434.18
"CA","2024-01-25",7,12536,,53.859,5351.486,566.697,90066.9
"CA","2024-01-25",8,11456,,49.33,4909.176,521.046,82491.635
"CA","2024-01-25",9,9172,,38.061,3828.293,445.45,63831.579
"CA","2024-01-25",10,6610,,27.477,2803.78,335.766,46377.218
"CA","2024-01-25",11,5821,,25.647,2608.263,283.952,43045.18
"CA","2024-01-25",12,5865,,25.756,2626.664,287.378,43298.771
"CA","2024-01-25",13,5831,,25.79,2631.983,283.781,43389.2
"CA","2024-01-25",14,5967,,26.514,2723.362,383.506,44527.219
"CA","2024-01-25",15,6916,,31.212,3231.479,681.915,52424.526
"CA","2024-01-25",16,10596,,46.125,4621.782,615.523,77127.994
"CA","2024-01-25",17,12292,,53.018,5231.58,594.771,88679.237
"CA","2024-01-25",18,12481,,53.872,5313.25,609.991,90052.984
"CA","2024-01-25",19,12739,,55.031,5437.45,599.864,92148.732
"CA","2024-01-25",20,12705,,54.798,5407.752,598.847,91641.46
"CA","2024-01-25",21,12582,,53.866,5317.828,580.339,90108.438
"CA","2024-01-25",22,12361,,52.709,5207.22,593.044,88176.472
"CA","2024-01-25",23,12002,,50.831,5052.719,617.845,85051.941
"CA","2024-01-26",0,12028,,51.424,5097.645,559.714,86003.262
"CA","2024-01-26",1,11883,,50.56,5022.626,634.079,84710
"CA","2024-01-26",2,11849,,50.462,5013.874,599.441,84539.18
"CA","2024-01-26",3,12074,,51.597,5149.772,684.823,86446.829
"CA","2024-01-26",4,12624,,53.746,5328.06,580.587,90017.661
"CA","2024-01-26",5,12907,,55.126,5455.365,597.047,92312.3
"CA","2024-01-26",6,13040,,55.822,5515.185,615.029,93328.28
"CA","2024-01-26",7,12731,,54.547,5389.465,597.736,91190.2
"CA","2024-01-26",8,9926,,41.735,4221.049,490.255,70104.398
"CA","2024-01-26",9,8037,,33.799,3456.458,462.42,56764.302
"CA","2024-01-26",10,7798,,33.755,3446.393,435.56,56546.156
"CA","2024-01-26",11,7248,,31.341,3180.596,356.867,52575.606
"CA","2024-01-26",12,7225,,31.563,3179.392,352.765,52921.9
"CA","2024-01-26",13,7824,,33.904,3392.996,384.295,56749.338
"CA","2024-01-26",14,8649,,37.384,3789.913,599.209,62711.684
"CA","2024-01-26",15,9088,,40.586,4119.638,653.928,67992.827
"CA","2024-01-26",16,12298,,53.78,5357.695,645.89,89903.787
"CA","2024-01-26",17,13301,,57.308,5675.024,637.166,95971.512
"CA","2024-01-26",18,13520,,59.098,5789.644,674.202,97981.445
"CA","2024-01-26",19,13536,,60.473,5787.816,659.158,97938.965
"CA","2024-01-26",20,13486,,58.535,5782.006,702.596,97849.792
"CA","2024-01-26",21,13159,,56.547,5586.139,616.269,94541.285
"CA","2024-01-26",22,12926,,55.295,5464.151,604.045,92470.022
"CA","2024-01-26",23,12674,,54.467,5394.365,582.278,91073.8
"CA","2024-01-27",0,11697,,48.934,4901.883,576.498,81949.482
"CA","2024-01-27",1,10788,,45.134,4545.987,532.19,75635.42
"CA","2024-01-27",2,9921,,42.243,4237.145,437.5,70782.885
"CA","2024-01-27",3,9541,,40.861,4101.207,424.717,68471.953
"CA","2024-01-27",4,9714,,41.621,4184.4,461.503,69839.1
"CA","2024-01-27",5,9556,,41.177,4137.1,422.147,69033.8
"CA","2024-01-27",6,10197,,42.752,4286.02,452.722,71538.87
"CA","2024-01-27",7,8905,,38.187,3833.099,423.952,63928.091
"CA","2024-01-27",8,6397,,26.189,2651.852,374.864,44078.158
"CA","2024-01-27",9,5557,,24.341,2471.318,311.422,41040.506
"CA","2024-01-27",10,5351,,23.835,2420.4,267.042,40190.87
"CA","2024-01-27",11,5368,,23.699,2407.435,263.485,39955.37
"CA","2024-01-27",12,5766,,25.133,2546,333.062,42288.925
"CA","2024-01-27",13,5492,,24.198,2452.8,307.381,40720.8
"CA","2024-01-27",14,5677,,25.384,2627.154,510.685,42701.325
"CA","2024-01-27",15,7400,,33.117,3381.239,656.273,55555.258
"CA","2024-01-27",16,10358,,45.605,4551.71,666.478,76320.56
"CA","2024-01-27",17,11563,,50.208,4960.355,568.669,84008.629
"CA","2024-01-27",18,11499,,49.592,4899.263,553.218,82976.565
"CA","2024-01-27",19,11385,,48.986,4836.335,545.578,81957.08
"CA","2024-01-27",20,11195,,48.078,4745.071,535.364,80438.783
"CA","2024-01-27",21,11086,,47.232,4659.96,517.764,79021.532
"CA","2024-01-27",22,10835,,45.937,4558.776,501.574,76977.27
"CA","2024-01-27",23,10344,,43.651,4374.452,471.217,73178.215
"CA","2024-01-28",0,9653,,39.665,3993.905,501.12,66528.942
"CA","2024-01-28",1,8911,,37.465,3791.792,408.921,62870.376
"CA","2024-01-28",2,8112,,34.595,3480.7,357.194,58020.3
"CA","2024-01-28",3,7783,,33.008,3324.365,348.075,55385.895
"CA","2024-01-28",4,7588,,32.116,3238.059,339.286,53935.579
"CA","2024-01-28",5,7540,,32.277,3256.3,334.38,54228.8
"CA","2024-01-28",6,7814,,33.427,3366.3,343.739,56084.4
"CA","2024-01-28",7,6680,,28.401,2872.009,309.364,47765.969
"CA","2024-01-28",8,4569,,20.241,2052.338,251.548,33977.138
"CA","2024-01-28",9,3610,,15.772,1620.708,180.168,26705.295
"CA","2024-01-28",10,3432,,15.345,1577,177.274,25968.94
"CA","2024-01-28",11,3340,,15.263,1571.74,267.252,25882.357
"CA","2024-01-28",12,3564,,16.591,1705.167,601.724,28133.824
"CA","2024-01-28",13,3774,,17.613,1796.7,303.139,29670
"CA","2024-01-28",14,4187,,19.267,1966.786,245.271,32534.974
"CA","2024-01-28",15,5596,,26.263,2708.745,747.165,44137.07
"CA","2024-01-28",16,8884,,39.642,4026.429,733.032,66549.284
"CA","2024-01-28",17,11172,,49.88,4924.885,722.799,83464.918
"CA","2024-01-28",18,11262,,49.637,4917.421,523.711,83040.629
"CA","2024-01-28",19,10879,,47.735,4726.536,528.292,79872.909
"CA","2024-01-28",20,10924,,46.893,4609.231,503.677,78482.314
"CA","2024-01-28",21,11051,,47.652,4698.573,491.384,79750.208
"CA","2024-01-28",22,10408,,44.193,4410.46,460.361,74105.916
"CA","2024-01-28",23,9589,,41.169,4143.149,422.24,69045.9
"CA","2024-01-29",0,9336,,40.124,4017.317,435.441,67311.485
"CA","2024-01-29",1,9179,,39.423,3948.24,426.423,66142.19
"CA","2024-01-29",2,9008,,38.872,3885.705,411.153,65199.3
"CA","2024-01-29",3,9179,,39.474,3940.305,415.498,66214.9
"CA","2024-01-29",4,9819,,42.023,4175.973,436.267,70426.664
"CA","2024-01-29",5,10208,,44.061,4361.823,486.827,73622.88
"CA","2024-01-29",6,10706,,45.996,4543.321,548.553,76803.344
"CA","2024-01-29",7,10320,,44,4362.4,496.947,73530.549
"CA","2024-01-29",8,6942,,29.315,2983.781,352.875,49409.588
"CA","2024-01-29",9,5815,,24.281,2449.113,367.857,40651.664
"CA","2024-01-29",10,5407,,23.383,2355.768,279.371,39129.97
"CA","2024-01-29",11,5329,,23.483,2383.895,276.017,39570.5
"CA","2024-01-29",12,5050,,22.09,2249.078,313.249,37287.789
"CA","2024-01-29",13,5048,,22.392,2280.335,344.399,37803.615
"CA","2024-01-29",14,5426,,24.448,2497.803,486.488,41140.098
"CA","2024-01-29",15,6638,,30.621,3140.236,740.355,51549.552
"CA","2024-01-29",16,9738,,43.678,4404.03,623.917,73173.115
"CA","2024-01-29",17,11668,,51.98,5215.184,740.948,86996.13
"CA","2024-01-29",18,11663,,51.666,5170.543,717.496,86439.682
"CA","2024-01-29",19,11740,,51.94,5174.339,641.53,86901.091
"CA","2024-01-29",20,11841,,51.869,5135.064,573.872,86786.351
"CA","2024-01-29",21,11891,,51.325,5069.893,680.996,85869.775
"CA","2024-01-29",22,11048,,47.354,4709.174,567.268,79407.182
"CA","2024-01-29",23,10674,,45.369,4523.14,481.887,75933.373
"CA","2024-01-30",0,9003,,38.153,3823.145,421.961,63982.423
"CA","2024-01-30",1,8198,,35.143,3549.406,405.567,58981.515
"CA","2024-01-30",2,7926,,34.172,3454.665,356.187,57297.324
"CA","2024-01-30",3,8021,,34.841,3503.642,364.464,58421.55
"CA","2024-01-30",4,8238,,35.447,3574.35,384.412,59410.248
"CA","2024-01-30",5,8918,,38.196,3841.942,403.502,64093.948
"CA","2024-01-30",6,9405,,40.81,4099.184,438.505,68431.888
"CA","2024-01-30",7,9114,,39.53,3971.021,512.96,66273.007
"CA","2024-01-30",8,6811,,29.205,2952.963,322.259,49138.692
"CA","2024-01-30",9,6043,,26.949,2723.78,290.38,45276.829
"CA","2024-01-30",10,5636,,24.477,2481.665,295.883,41191.898
"CA","2024-01-30",11,5382,,23.884,2428.345,252.69,40307.022
"CA","2024-01-30",12,5428,,24.049,2443.674,263.321,40565.813
"CA","2024-01-30",13,5787,,25.96,2627.916,401.488,43668.558
"CA","2024-01-30",14,6077,,27.89,2852.944,425.386,46863.735
"CA","2024-01-30",15,7158,,33.051,3390.37,673.784,55460.35
"CA","2024-01-30",16,10442,,45.472,4559.302,653.381,76120.419
"CA","2024-01-30",17,12189,,53.816,5305.283,753.3,90033.822
"CA","2024-01-30",18,12419,,54.611,5379.603,633.364,91372.46
"CA","2024-01-30",19,12333,,53.571,5277.226,590.566,89657.423
"CA","2024-01-30",20,11762,,51.239,5049.268,561.74,85761.297
"CA","2024-01-30",21,11504,,49.212,4860.777,515.899,82376.267
"CA","2024-01-30",22,10359,,43.827,4409.819,467.177,73511.926
"CA","2024-01-30",23,9838,,42.588,4267.091,498.248,71445.771
"CA","2024-01-31",0,9477,,40.067,4025.716,532.398,67241.952
"CA","2024-01-31",1,8862,,37.262,3738.536,396.802,62553.968
"CA","2024-01-31",2,8471,,36.093,3640.029,406.937,60532.651
"CA","2024-01-31",3,8358,,36.092,3617.732,407.586,60475.388
"CA","2024-01-31",4,8644,,37.223,3725.622,386.563,62496.4
"CA","2024-01-31",5,9245,,39.99,3974.39,470.899,66900.604
"CA","2024-01-31",6,9523,,40.997,4077.899,538.547,68640.733
"CA","2024-01-31",7,9883,,43.67,4345.811,606.629,73120.973
"CA","2024-01-31",8,9175,,39.635,3971.614,471.113,66418.029
"CA","2024-01-31",9,8450,,37.063,3736.947,434.268,62138.785
"CA","2024-01-31",10,8053,,34.958,3532.108,397.817,58676.112
"CA","2024-01-31",11,7489,,33.613,3383.449,394.242,56395.907
"CA","2024-01-31",12,7555,,33.743,3398.678,419.667,56647.632
"CA","2024-01-31",13,7769,,34.223,3448.457,489.904,57477.601
"CA","2024-01-31",14,8320,,36.63,3737.719,538.144,61376.601
"CA","2024-01-31",15,9650,,42.689,4312.321,627.131,71631.594
"CA","2024-01-31",16,11102,,48.588,4833.548,592.861,81430.068
"CA","2024-01-31",17,11851,,51.542,5093.509,586.141,86259.848
"CA","2024-01-31",18,11401,,49.32,4877.055,520.816,82586.064
