date,price
6/1/2024 12:00:00 AM,30.628076
6/1/2024 12:05:00 AM,26.945610
6/1/2024 12:10:00 AM,26.233573
6/1/2024 12:15:00 AM,25.101043
6/1/2024 12:20:00 AM,27.261540
6/1/2024 12:25:00 AM,24.904246
6/1/2024 12:30:00 AM,23.286456
6/1/2024 12:35:00 AM,21.408886
6/1/2024 12:40:00 AM,20.482683
6/1/2024 12:45:00 AM,19.966993
6/1/2024 12:50:00 AM,19.573793
6/1/2024 12:55:00 AM,21.053073
6/1/2024 1:00:00 AM,30.211310
6/1/2024 1:05:00 AM,29.887470
6/1/2024 1:10:00 AM,29.208893
6/1/2024 1:15:00 AM,29.720370
6/1/2024 1:20:00 AM,30.035343
6/1/2024 1:25:00 AM,29.570106
6/1/2024 1:30:00 AM,30.118310
6/1/2024 1:35:00 AM,25.974270
6/1/2024 1:40:00 AM,25.974270
6/1/2024 1:45:00 AM,25.900913
6/1/2024 1:50:00 AM,25.893743
6/1/2024 1:55:00 AM,25.907946
6/1/2024 2:00:00 AM,26.496503
6/1/2024 2:05:00 AM,25.988423
6/1/2024 2:10:00 AM,23.982246
6/1/2024 2:15:00 AM,23.335290
6/1/2024 2:20:00 AM,20.789973
6/1/2024 2:25:00 AM,21.284276
6/1/2024 2:30:00 AM,25.392470
6/1/2024 2:35:00 AM,24.760170
6/1/2024 2:40:00 AM,24.728990
6/1/2024 2:45:00 AM,24.736243
6/1/2024 2:50:00 AM,25.953896
6/1/2024 2:55:00 AM,25.689110
6/1/2024 3:00:00 AM,25.376416
6/1/2024 3:05:00 AM,25.046603
6/1/2024 3:10:00 AM,26.542780
6/1/2024 3:15:00 AM,26.054820
6/1/2024 3:20:00 AM,27.040083
6/1/2024 3:25:00 AM,27.080860
6/1/2024 3:30:00 AM,27.801713
6/1/2024 3:35:00 AM,30.312746
6/1/2024 3:40:00 AM,30.237183
6/1/2024 3:45:00 AM,27.760813
6/1/2024 3:50:00 AM,31.639790
6/1/2024 3:55:00 AM,30.870273
6/1/2024 4:00:00 AM,25.139853
6/1/2024 4:05:00 AM,26.092516
6/1/2024 4:10:00 AM,25.454086
6/1/2024 4:15:00 AM,24.746936
6/1/2024 4:20:00 AM,26.342710
6/1/2024 4:25:00 AM,25.590066
6/1/2024 4:30:00 AM,26.646696
6/1/2024 4:35:00 AM,26.621283
6/1/2024 4:40:00 AM,25.795976
6/1/2024 4:45:00 AM,25.241370
6/1/2024 4:50:00 AM,25.266500
6/1/2024 4:55:00 AM,25.112250
6/1/2024 5:00:00 AM,23.893146
6/1/2024 5:05:00 AM,25.270340
6/1/2024 5:10:00 AM,23.676953
6/1/2024 5:15:00 AM,23.467456
6/1/2024 5:20:00 AM,24.928010
6/1/2024 5:25:00 AM,24.084320
6/1/2024 5:30:00 AM,25.087883
6/1/2024 5:35:00 AM,25.087883
6/1/2024 5:40:00 AM,25.539233
6/1/2024 5:45:00 AM,27.438640
6/1/2024 5:50:00 AM,31.243370
6/1/2024 5:55:00 AM,33.175723
6/1/2024 6:00:00 AM,35.420183
6/1/2024 6:05:00 AM,34.890703
6/1/2024 6:10:00 AM,31.752276
6/1/2024 6:15:00 AM,31.617166
6/1/2024 6:20:00 AM,31.409166
6/1/2024 6:25:00 AM,20.340000
6/1/2024 6:30:00 AM,19.480090
6/1/2024 6:35:00 AM,9.758346
6/1/2024 6:40:00 AM,9.150593
6/1/2024 6:45:00 AM,8.308120
6/1/2024 6:50:00 AM,4.882776
6/1/2024 6:55:00 AM,4.841376
6/1/2024 7:00:00 AM,-5.376196
6/1/2024 7:05:00 AM,-5.430923
6/1/2024 7:10:00 AM,-7.894410
6/1/2024 7:15:00 AM,-9.614086
6/1/2024 7:20:00 AM,-14.291676
6/1/2024 7:25:00 AM,-14.376200
6/1/2024 7:30:00 AM,-17.383510
6/1/2024 7:35:00 AM,-16.211840
6/1/2024 7:40:00 AM,-20.536316
6/1/2024 7:45:00 AM,-22.374926
6/1/2024 7:50:00 AM,-21.085820
6/1/2024 7:55:00 AM,-21.598183
6/1/2024 8:00:00 AM,-13.906533
6/1/2024 8:05:00 AM,-11.428406
6/1/2024 8:10:00 AM,-11.956590
6/1/2024 8:15:00 AM,-9.435936
6/1/2024 8:20:00 AM,-10.887846
6/1/2024 8:25:00 AM,-13.156766
6/1/2024 8:30:00 AM,-19.330056
6/1/2024 8:35:00 AM,-18.675703
6/1/2024 8:40:00 AM,-18.845816
6/1/2024 8:45:00 AM,-19.340396
6/1/2024 8:50:00 AM,-22.605803
6/1/2024 8:55:00 AM,-18.909843
6/1/2024 9:00:00 AM,-18.896296
6/1/2024 9:05:00 AM,-19.085666
6/1/2024 9:10:00 AM,-18.860246
6/1/2024 9:15:00 AM,-20.393450
6/1/2024 9:20:00 AM,-19.472083
