interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,curtailment_type,curtailment_reason,fuel_type,curtailment_mwh,curtailment_mw
2026-04-01T02:00:00-07:00,2026-04-01 09:00:00+00:00,2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,Economic,Local,Solar,0.0,0.0
2026-04-01T02:00:00-07:00,2026-04-01 09:00:00+00:00,2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,Economic,Local,Wind,0.025,0.0
2026-04-01T02:00:00-07:00,2026-04-01 09:00:00+00:00,2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,Economic,System,Solar,0.0,0.0
2026-04-01T02:00:00-07:00,2026-04-01 09:00:00+00:00,2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,Economic,System,Wind,0.075,0.5
2026-04-01T02:00:00-07:00,2026-04-01 09:00:00+00:00,2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-04-01T02:00:00-07:00,2026-04-01 09:00:00+00:00,2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-04-01T02:00:00-07:00,2026-04-01 09:00:00+00:00,2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-04-01T02:00:00-07:00,2026-04-01 09:00:00+00:00,2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-04-01T02:00:00-07:00,2026-04-01 09:00:00+00:00,2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-04-01T02:00:00-07:00,2026-04-01 09:00:00+00:00,2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-04-01T02:00:00-07:00,2026-04-01 09:00:00+00:00,2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-04-01T02:00:00-07:00,2026-04-01 09:00:00+00:00,2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,Economic,Local,Solar,0.0,0.0
2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,Economic,Local,Wind,0.03083,0.0
2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,Economic,System,Solar,0.0,0.0
2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,Economic,System,Wind,0.1167,0.5
2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-04-01T03:00:00-07:00,2026-04-01 10:00:00+00:00,2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,Economic,Local,Solar,0.0,0.0
2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,Economic,Local,Wind,0.1192,0.0
2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,Economic,System,Solar,0.0,0.0
2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,Economic,System,Wind,0.1808,0.7
2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-04-01T04:00:00-07:00,2026-04-01 11:00:00+00:00,2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,Economic,Local,Solar,0.0,0.0
2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,Economic,System,Solar,0.0,0.0
2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-04-01T05:00:00-07:00,2026-04-01 12:00:00+00:00,2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,Economic,Local,Solar,0.0004849,0.0
2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,Economic,Local,Wind,0.0,0.0
2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,Economic,System,Solar,0.0003407,0.0
2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,Economic,System,Wind,0.2683,0.8
2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-04-01T06:00:00-07:00,2026-04-01 13:00:00+00:00,2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,Economic,Local,Solar,0.5722,6.799
2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,Economic,Local,Wind,0.04833,0.0
2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,Economic,System,Solar,0.01711,0.02335
2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,Economic,System,Wind,0.1992,0.67
2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,OperatorInstruction,Local,Solar,0.0,0.0
2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-04-01T07:00:00-07:00,2026-04-01 14:00:00+00:00,2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,Economic,Local,Solar,627.5,1219.0
2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,Economic,Local,Wind,0.04,0.0
2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,Economic,System,Solar,3.336,0.0
2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,Economic,System,Wind,0.1317,0.66
2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,OperatorInstruction,Local,Solar,193.1,407.2
2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,OperatorInstruction,Local,Wind,0.0,0.0
2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,OperatorInstruction,System,Solar,0.1058,0.0
2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-04-01T08:00:00-07:00,2026-04-01 15:00:00+00:00,2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,Economic,Local,Solar,1348.0,1522.0
2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,Economic,Local,Wind,188.4,327.7
2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,Economic,System,Solar,0.001581,0.0
2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,Economic,System,Wind,0.2583,0.76
2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,OperatorInstruction,Local,Solar,247.9,754.3
2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,OperatorInstruction,Local,Wind,62.4,103.9
2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,SelfSchCut,Local,Solar,0.0,0.0
2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-04-01T09:00:00-07:00,2026-04-01 16:00:00+00:00,2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,Economic,Local,Solar,1243.0,1365.0
2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,Economic,Local,Wind,274.8,315.3
2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,Economic,System,Solar,0.001624,0.0
2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,OperatorInstruction,Local,Solar,688.6,1081.0
2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,OperatorInstruction,Local,Wind,104.1,104.3
2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,SelfSchCut,Local,Solar,0.8985,2.682
2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-04-01T10:00:00-07:00,2026-04-01 17:00:00+00:00,2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,Economic,Local,Solar,1287.0,1475.0
2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,Economic,Local,Wind,306.6,361.5
2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,Economic,System,Solar,0.002303,0.0
2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,OperatorInstruction,Local,Solar,916.4,1123.0
2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,OperatorInstruction,Local,Wind,104.0,104.1
2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,OperatorInstruction,System,Solar,0.0,0.0
2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,SelfSchCut,Local,Solar,4.783,6.615
2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,SelfSchCut,System,Solar,0.0,0.0
2026-04-01T11:00:00-07:00,2026-04-01 18:00:00+00:00,2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,SelfSchCut,System,Wind,0.0,0.0
2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,2026-04-01T13:00:00-07:00,2026-04-01 20:00:00+00:00,Economic,Local,Solar,1390.0,1638.0
2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,2026-04-01T13:00:00-07:00,2026-04-01 20:00:00+00:00,Economic,Local,Wind,342.0,442.9
2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,2026-04-01T13:00:00-07:00,2026-04-01 20:00:00+00:00,Economic,System,Solar,4.995,0.0
2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,2026-04-01T13:00:00-07:00,2026-04-01 20:00:00+00:00,Economic,System,Wind,0.0,0.0
2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,2026-04-01T13:00:00-07:00,2026-04-01 20:00:00+00:00,OperatorInstruction,Local,Solar,761.1,910.1
2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,2026-04-01T13:00:00-07:00,2026-04-01 20:00:00+00:00,OperatorInstruction,Local,Wind,104.1,103.9
2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,2026-04-01T13:00:00-07:00,2026-04-01 20:00:00+00:00,OperatorInstruction,System,Solar,0.06667,0.0
2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,2026-04-01T13:00:00-07:00,2026-04-01 20:00:00+00:00,OperatorInstruction,System,Wind,0.0,0.0
2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,2026-04-01T13:00:00-07:00,2026-04-01 20:00:00+00:00,SelfSchCut,Local,Solar,4.672,5.074
2026-04-01T12:00:00-07:00,2026-04-01 19:00:00+00:00,2026-04-01T13:00:00-07:00,2026-04-01 20:00:00+00:00,SelfSchCut,Local,Wind,0.0,0.0
