 01/11/2024 ,00:00,00:05,00:10,00:15,00:20,00:25,00:30,00:35,00:40,00:45,00:50,00:55,01:00,01:05,01:10,01:15,01:20,01:25,01:30,01:35,01:40,01:45,01:50,01:55,02:00,02:05,02:10,02:15,02:20,02:25,02:30,02:35,02:40,02:45,02:50,02:55,03:00,03:05,03:10,03:15,03:20,03:25,03:30,03:35,03:40,03:45,03:50,03:55,04:00,04:05,04:10,04:15,04:20,04:25,04:30,04:35,04:40,04:45,04:50,04:55,05:00,05:05,05:10,05:15,05:20,05:25,05:30,05:35,05:40,05:45,05:50,05:55,06:00,06:05,06:10,06:15,06:20,06:25,06:30,06:35,06:40,06:45,06:50,06:55,07:00,07:05,07:10,07:15,07:20,07:25,07:30,07:35,07:40,07:45,07:50,07:55,08:00,08:05,08:10,08:15,08:20,08:25,08:30,08:35,08:40,08:45,08:50,08:55,09:00,09:05,09:10,09:15,09:20,09:25,09:30,09:35,09:40,09:45,09:50,09:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30
Total batteries,-582,-407,-405,-508,-517,-542,-539,-524,-527,-534,-523,-540,-601,-996,-1112,-1049,-997,-873,-866,-892,-957,-974,-975,-957,-958,-1301,-1495,-1471,-1419,-1357,-1356,-1359,-1342,-1359,-1487,-1376,-1331,-1002,-890,-771,-761,-627,-742,-725,-780,-835,-810,-675,-745,-751,-680,-626,-612,-598,-447,-466,-478,-541,-456,-334,-178,-4,114,143,162,203,374,534,615,785,934,1018,1155,1440,1832,2091,2294,2363,2558,2670,2787,2971,3062,3106,3168,3461,3689,3750,3689,3435,3269,2501,2107,1757,1508,1235,911,425,275,111,-324,-410,-532,-702,-988,-1394,-1548,-1573,-1487,-1042,-775,-946,-1154,-1107,-1174,-1278,-1660,-1788,-1771,-1637,-1688,-1960,-1975,-1657,-1704,-1714,-1740,-1726,-1662,-1591,-1701,-1857,-1915,-2319,-2345,-2240,-2192,-1834,-1963,-2023,-2187,-2340,-2503,-2483,-2243,-2181,-2297,-2412,-2897,-3117,-3128,-3253,-3378,-3362,-3271,-3212,-3132,-3368,-3688,-3705,-3590,-3356,-3293,-3200,-3092,-2935,-2742,-2958,-3109,-3059,-3021,-2722,-2485,-2289,-2043
